cycle,cid,candidate_name,party,state,district,campaign,cycle_candidate,recip_code,nopacs,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2002,N00006690,Maxine Waters,D,CA,CA-35,CON,Y,DW, ,133608.0,89997.0,239287,15682.0
2002,N00002249,Jeffrey Dean Bentley,L,NC,NC-06,CON, ,3N, ,12500.0,,12500,0.0
2006,N00027948,Bob Smither,L,TX,TX-22,CON,Y,3L, ,3000.0,31700.0,53588,18888.0
2006,N00028760,Lukin Gilliland,D,TX,TX-23,CON, ,DL, ,2000.0,318574.0,341703,21129.0
2006,N00028760,Lukin Gilliland,D,TX,TX-23,CON,Y,DL, ,2000.0,318574.0,341703,21129.0
2002,N00013775,Richard D Butler,D,SD,SD-01,CON,Y,DN, ,,28180.0,29245,1065.0
2002,N00013767,Ira S Shapiro,D,MD,MD-08,CON,Y,DL, ,28297.0,550242.0,632550,54011.0
2006,N00028097,Daniel Saks,D,OH,OH-07,CON,Y,DN, ,,10000.0,10927,927.0
2002,N00006701,Mark Takano,D,CA,CA-43,CON,Y,DN, ,,,0,0.0
2002,N00005061,Eric Vickers,D,MO,MO-01,CON, ,DN, ,,,0,0.0
2002,N00009588,Gerrie Schipske,D,CA,CA-46,CON,Y,DL, ,32395.0,58725.0,172477,81357.0
2002,N00004255,Jim Nussle,R,IA,IA-01,CON,Y,RW, ,1167290.0,406150.0,1774138,200698.0
2002,N00005483,Thomas F Donaldson Jr,D,AR,AR-01,CON, ,DN, ,,5099.0,5099,0.0
2002,N00004529,Mary Rieder,D,MN,MN-01,CON, ,DN, ,,,0,0.0
2002,N00003605,Tom Coyne Jr,D,OH,OH-19,CON, ,DN, ,,4500.0,9000,4500.0
2006,N00028861,Stephen A Harrison,D,NY,NY-13,CON,Y,DL, ,18020.0,73545.0,117063,25498.0
2002,N00025567,Jacob G Hornberger Jr,I,VA,,SEN,Y,3L, ,500.0,58038.0,100519,41981.0
2006,N00003545,Steven C LaTourette,R,OH,OH-14,CON,Y,RW, ,778430.0,650915.0,1465878,36533.0
2002,N00012775,John Cranley,D,OH,OH-01,CON, ,DN, ,,18839.0,25989,7150.0
2002,N00005347,James J Donelon,R,LA,,SEN, ,RN, ,,3200.0,7175,3975.0
2006,N00013620,Joseph A Fortunato,3,NJ,NJ-08,CON, ,3N, ,,,0,0.0
2002,N00009677,Todd Akin,R,MO,MO-02,CON,Y,RW, ,209308.0,376208.0,641384,55868.0
2002,N00006889,Randy D Hoffman,R,CA,CA-24,CON,Y,RN, ,,,0,0.0
2006,N00028012,Ralph White,D,TN,TN-09,CON,Y,DL, ,,8750.0,22724,13974.0
2002,N00001143,Gary Ackerman,D,NY,NY-05,CON,Y,DW, ,261666.0,379265.0,668445,27514.0
2002,N00005646,Jonathan Newton,R,TX,TX-04,CON, ,RN, ,,,0,0.0
2002,N00013860,Mark J Meissner,D,IN,IN-02,CON,Y,DL, ,,37463.0,47516,10053.0
2002,N00025257,Frances Folk Marcum,D,TN,TN-04,CON,Y,DL, ,6000.0,99926.0,145486,39560.0
2002,N00024996,Aaron Peterson,D,MN,MN-02,CON,Y,DN, ,,750.0,9080,8330.0
2002,N00025126,John S Petersen,3,TX,TX-31,CON,Y,3L, ,2002.0,11175.0,15243,2066.0
2006,N00006750,Jane Harman,D,CA,CA-36,CON,Y,DW, ,328660.0,599277.0,950078,22141.0
2006,N00001373,Mike Doyle,D,PA,PA-14,CON,Y,DW, ,468275.0,426166.0,907096,12655.0
2002,N00026023,Vickie Sutton,R,TX,TX-19,CON, ,RN, ,,17300.0,18000,700.0
2002,N00013255,Jesse L Thomas,R,CO,CO-01,CON, ,RN, ,,,0,0.0
2006,N00027246,Theresa Mitchell Dudley,3,MD,MD-04,CON, ,3N, ,,800.0,833,33.0
2000,N00007775,Ed Dover,3,OR,OR-05,CON, ,3N, ,,,0,
2002,N00013857,Barry R Finegold,D,MA,MA-05,CON,Y,DN, ,1000.0,18056.0,19056,0.0
2006,N00027031,James Newberry,D,MO,MO-07,CON, ,DN, ,,,0,0.0
2002,N00006510,Alexander G Schneider Sr,D,AZ,AZ-07,CON,Y,DN, ,,,0,0.0
2002,N00007093,R Keith Olberg,R,CA,CA-40,CON, ,RN, ,,,0,0.0
2002,N00025261,Edward R Tinsley,R,NM,NM-02,CON,Y,RL, ,50743.0,411770.0,495297,32784.0
2006,N00028436,Jorge Saavedra,D,MN,MN-05,CON,Y,DN, ,,6725.0,18461,11736.0
2006,N00004291,F James Sensenbrenner Jr,R,WI,WI-05,CON,Y,RW, ,515835.0,161060.0,752909,76014.0
2002,N00001691,Carl Levin,D,MI,,SEN,Y,DW, ,865401.0,2382031.0,6828751,3581319.0
2002,N00024977,Richard M Romero,D,NM,NM-01,CON,Y,DL, ,481859.0,639911.0,1345194,223424.0
2006,N00028413,Bentley B Rayburn,R,CO,CO-05,CON,Y,RL, ,250.0,129182.0,142600,13168.0
2006,N00028485,Jake Ford,I,TN,TN-09,CON,Y,3L, ,1200.0,30000.0,31800,600.0
2002,N00001805,Connie Morella,R,MD,MD-08,CON,Y,RL, ,1289206.0,1388482.0,3034224,356536.0
2006,N00028001,Alex Rodriguez,D,AZ,AZ-08,CON, ,DO, ,1000.0,39840.0,54124,13284.0
2006,N00028001,Alex Rodriguez,D,AZ,AZ-08,CON,Y,DL, ,1000.0,39840.0,54124,13284.0
2006,N00028047,Gabrielle Victoria Downey,D,OH,OH-02,CON,Y,DL, ,,5150.0,10805,5655.0
2006,N00026318,Dale W Schultz,R,WI,WI-03,CON, ,RN, ,3000.0,,3500,500.0
2006,N00027645,Lind Braswell Scott,D,IL,IL-06,CON,Y,DL, ,,65513.0,75789,10276.0
2006,N00013263,Don Smart,D,GA,GA-01,CON, ,DN, ,,,0,0.0
2006,N00026638,Brian M Kolb,R,NY,NY-29,CON, ,RN, ,,5700.0,5700,0.0
2002,N00003783,Mark R Waterfill,L,IN,IN-06,CON, ,3N, ,,500.0,1125,625.0
2002,N00009779,Bob Clement,D,TN,,SEN, ,DO, ,1392098.0,1587436.0,4615585,1636051.0
2002,N00009779,Bob Clement,D,TN,,SEN,Y,DL, ,1392098.0,1587436.0,4615585,1636051.0
2006,N00026325,Nancy Farmer,D,MO,,SEN, ,DN, ,,,0,0.0
2002,N00006057,John W Sawyer,D,TX,TX-19,CON, ,DN, ,5800.0,,5800,0.0
2002,N00004291,F James Sensenbrenner Jr,R,WI,WI-05,CON,Y,RW, ,367877.0,121798.0,546374,56699.0
2002,N00009949,Tom Foley,D,PA,,SEN, ,DN, ,,-99950.0,-99950,0.0
2006,N00001691,Carl Levin,D,MI,,SEN, ,DI, ,93600.0,158076.0,261804,10128.0
2006,N00024977,Richard M Romero,D,NM,NM-01,CON, ,DN, ,28819.0,,28819,0.0
2006,N00024756,Winston Wilkinson,R,UT,UT-02,CON, ,RN, ,,,0,0.0
2002,N00025310,Thomas Matthew Glennon,R,PA,PA-19,CON,Y,RL, ,958.0,9100.0,15973,5915.0
2006,N00001805,Connie Morella,R,MD,MD-08,CON, ,RN, ,,,0,0.0
2002,N00005327,Patrick J Combs,D,NE,NE-01,CON, ,DN, ,1000.0,,1000,0.0
2006,N00028113,Joe Ford Jr,D,TN,TN-09,CON,Y,DL, ,3000.0,40653.0,43653,0.0
2002,N00006750,Jane Harman,D,CA,CA-36,CON,Y,DW, ,566255.0,704054.0,1351292,80983.0
2002,N00001373,Mike Doyle,D,PA,PA-14,CON,Y,DW, ,424039.0,170310.0,619734,25385.0
2006,N00026023,Vickie Sutton,R,TX,TX-19,CON, ,RN, ,,,0,0.0
2006,N00026629,Sandy Lyons,R,NC,NC-10,CON, ,RN, ,,,0,0.0
2002,N00013099,Mary Foster Rosenthal,D,MN,MN-04,CON, ,DN, ,-7875.0,-10972.0,-18847,0.0
2006,N00013857,Barry R Finegold,D,MA,MA-05,CON, ,DN, ,,4750.0,4750,0.0
2002,N00004856,Bill Lipinski,D,IL,IL-03,CON,Y,DW, ,245837.0,108250.0,361213,7126.0
2002,N00025419,Guy R Gregg,R,NJ,,SEN, ,RC, ,5500.0,82500.0,94625,6625.0
2006,N00028251,Daniel F Zubairi,R,MD,MD-08,CON,Y,RL, ,1000.0,23076.0,28139,4063.0
2006,N00001143,Gary Ackerman,D,NY,NY-05,CON,Y,DW, ,305637.0,390360.0,705660,9663.0
2006,N00028287,Robert A Danderson,R,NH,NH-02,CON,Y,RL, ,,6350.0,7129,779.0
2006,N00028231,Andy Hedden-Nicely,3,ID,ID-01,CON,Y,3L, ,,9350.0,9350,0.0
2002,N00009611,Jennifer Sandra Carroll,R,FL,FL-03,CON,Y,RL, ,95622.0,43386.0,169609,30601.0
2002,N00025319,Kevin S Garn,R,UT,UT-01,CON,Y,RL, ,9750.0,96320.0,109427,3357.0
2014,N00036237,Hugh Bussell,R,CA,CA-15,CON,Y,RL, ,300.0,12050.0,15337,2987.0
2014,N00034886,Bob Eye,D,KS,KS-02,CON, ,DN, ,,95.0,95,0.0
2014,N00031857,Steve Womack,R,AR,AR-03,CON,Y,RW, ,518296.0,355986.0,939621,65339.0
2010,N00031307,Robert A. Flutie,R,CA,CA-30,CON,Y,RL, ,,54346.0,55097,751.0
2010,N00029904,Herbert J Hoffman,I,ME,,SEN, ,3N, ,,,150,150.0
2010,N00030891,Marlin A. Stutzman,R,IN,IN-03,CON,Y,RW, ,389740.0,588391.0,1278658,300527.0
2010,N00030891,Marlin A. Stutzman,R,IN,IN-03,CON, ,RW, ,389740.0,588391.0,1278658,300527.0
2010,N00029737,Derek A Walker,R,PA,PA-05,CON, ,RN, ,,,0,0.0
2014,N00035751,Beverly Plosa-Bowser,R,PA,PA-13,CON,Y,RL, ,,24150.0,27725,3575.0
2010,N00001758,Chuck Grassley,R,IA,,SEN,Y,RW, ,2796560.0,2125120.0,5584067,662387.0
2010,N00002685,Saxby Chambliss,R,GA,,SEN, ,RI, ,174738.0,289843.0,554003,89422.0
2010,N00002685,Saxby Chambliss,R,GA,,SEN, ,RI, ,174738.0,289843.0,554003,89422.0
2014,N00002472,Jim DeMint,R,SC,,SEN, ,RN, ,4500.0,-12500.0,-8000,0.0
2014,N00009941,Murray Sabrin,R,NJ,,SEN,Y,RL, ,,44997.0,54371,9374.0
2010,N00032745,Mark Myles,D,OK,,SEN,Y,DL, ,,7121.0,7226,105.0
2014,N00035820,Steve Knight,R,CA,CA-25,CON,Y,RW, ,16371.0,331827.0,379606,31408.0
2010,N00029278,Will Breazeale,R,NC,NC-07,CON,Y,RL, ,1500.0,16867.0,40054,21687.0
2014,N00030606,Michael Williams,R,TX,TX-25,CON, ,RN, ,,,0,0.0
2014,N00030606,Michael Williams,R,TX,TX-25,CON, ,RN, ,,,0,0.0
2014,N00030017,Nathan Alexander Bech,R,MA,MA-01,CON, ,RN, ,,,0,0.0
2014,N00001811,Lamar Smith,R,TX,TX-21,CON,Y,RW, ,765997.0,596970.0,1409727,46760.0
2014,N00034717,Bill Hedge,D,MO,MO-06,CON,Y,DL, ,8000.0,6350.0,25209,10859.0
2014,N00004724,Jan Schakowsky,D,IL,IL-09,CON,Y,DW, ,358104.0,701934.0,1238335,178297.0
2010,N00030955,Van Rencelliere Irion,R,TN,TN-03,CON,Y,RL, ,750.0,22000.0,23270,520.0
2014,N00035466,Richard Bolger,D,VA,VA-10,CON,Y,DN, ,1200.0,99080.0,100280,0.0
2010,N00026368,Tim Walberg,R,MI,MI-07,CON,Y,RW, ,1349965.0,875276.0,2472588,247347.0
2014,N00007833,Adam Smith,D,WA,WA-09,CON,Y,DW, ,682787.0,340665.0,1048564,25112.0
2010,N00029330,Joshua M Zeitz,D,NJ,NJ-04,CON, ,DN, ,,1681.0,2981,1300.0
2010,N00031596,John Davidson,R,CA,CA-23,CON,Y,RL, ,25299.0,95887.0,135146,13960.0
2014,N00030302,Vic Vickers,R,AK,,SEN, ,RN, ,,130.0,130,0.0
2014,N00002039,Leslie L. Byrne,D,VA,VA-11,CON, ,DN, ,3500.0,,3500,0.0
2014,N00036537,Chris Chaffee,R,MD,MD-05,CON,Y,RL, ,,16205.0,18665,2460.0
2014,N00003254,John Tanner,D,TN,TN-08,CON, ,DN, ,,1000.0,1000,0.0
2010,N00031371,Paul Partyka,D,FL,FL-24,CON,Y,DL, ,,48672.0,48672,0.0
2010,N00027550,Eric Massa,D,NY,NY-29,CON,Y,DI, ,399871.0,692450.0,1224894,132573.0
2010,N00006008,Ruben Hinojosa,D,TX,TX-15,CON,Y,DW, ,292670.0,356949.0,654439,4820.0
2014,N00035424,Margie Wakefield,D,KS,KS-02,CON,Y,DL, ,119250.0,377339.0,694167,197578.0
2010,N00024812,Gunner Delay,R,AR,AR-03,CON,Y,RL, ,56.0,82751.0,91602,8795.0
2010,N00030367,Elizabeth Berney,R,NY,NY-05,CON,Y,RL, ,,30990.0,35258,4268.0
2014,N00035579,Joe Martinez,R,FL,FL-26,CON,Y,RL, ,5000.0,100700.0,108405,2705.0
2010,N00002492,John M. Spratt Jr,D,SC,SC-05,CON,Y,DL, ,1280111.0,869793.0,2229148,79244.0
2010,N00001093,Charles E. Schumer,D,NY,,SEN,Y,DW, ,3018456.0,13408407.0,16627092,200229.0
2010,N00032818,Chuck Donovan,L,GA,,SEN,Y,3L, ,,7250.0,10823,3573.0
2010,N00030591,Sean Corey Salazar,R,WA,,SEN,Y,RN, ,,25189.0,38768,13579.0
2010,N00026892,Ken Salazar,D,CO,,SEN, ,DN, ,-201311.0,-439568.0,-640879,0.0
2014,N00029139,Bill Foster,D,IL,IL-11,CON,Y,DW, ,783102.0,1645600.0,2669999,241297.0
2014,N00035821,Doug Kmiec,I,CA,CA-26,CON,Y,3L, ,,42872.0,42872,0.0
2010,N00031037,Robert Beadles,R,CA,CA-11,CON,Y,RN, ,,14782.0,15082,300.0
2010,N00009586,Hilda L. Solis,D,CA,CA-32,CON, ,DN, ,-3000.0,,-3000,0.0
2014,N00027569,Mike LaFevers,D,FL,FL-13,CON, ,DN, ,,,0,0.0
2010,N00032675,Theodore Brooks Gerrard,3,MI,MI-03,CON,Y,3L, ,,1400.0,1400,0.0
2014,N00033996,Justin Kim,D,CA,CA-31,CON, ,DN, ,,,0,0.0
2010,N00009828,Ciro D. Rodriguez,D,TX,TX-23,CON,Y,DL, ,1131535.0,752544.0,1925975,41896.0
2010,N00001861,Henry A. Waxman,D,CA,CA-30,CON,Y,DW, ,1093477.0,411452.0,1521388,16459.0
2014,N00030771,Paul Gosar,R,AZ,AZ-04,CON,Y,RW, ,224352.0,226765.0,480050,28933.0
2014,N00029418,John Manlove,R,TX,TX-36,CON,Y,RL, ,5000.0,66150.0,73400,2250.0
2010,N00029167,Bruce Slater,D,PA,PA-16,CON, ,DN, ,,,0,0.0
2014,N00033707,Linda Lingle,R,HI,,SEN, ,RN, ,2500.0,,2600,100.0
2010,N00030925,Dorothy L. Hukill,R,FL,FL-24,CON,Y,RN, ,750.0,17450.0,25455,7255.0
2014,N00036203,Brian Goldberg,R,NJ,,SEN,Y,RL, ,,1500.0,3112,1612.0
2010,N00031411,Mark Christopher Fava,R,SC,SC-01,CON,Y,RN, ,,9282.0,9282,0.0
2010,N00032345,Anthony Mele,R,NY,NY-17,CON,Y,RL, ,,24830.0,35698,10868.0
2010,N00029375,Tim Baldermann,R,IL,IL-11,CON, ,RN, ,,,0,0.0
2014,N00033495,Susan Brooks,R,IN,IN-05,CON,Y,RW, ,705878.0,843805.0,1610320,60637.0
2014,N00004961,John M. Shimkus,R,IL,IL-15,CON,Y,RW, ,1630006.0,248638.0,1946758,68114.0
2014,N00003062,Jeff Sessions,R,AL,,SEN,Y,RW, ,964340.0,349088.0,1321156,7728.0
2014,N00036261,Ken Herron,R,GA,GA-14,CON,Y,RL, ,,5542.0,10140,4598.0
2010,N00031555,Kenneth Golden,R,VA,VA-02,CON,Y,RN, ,,34747.0,48653,13906.0
2014,N00034560,Wilson Stooksberry,R,TN,TN-09,CON, ,RN, ,,,0,0.0
2014,N00035834,Larry Wilske,R,CA,CA-53,CON,Y,RL, ,17051.0,46715.0,79873,16107.0
2000,N00013433,Olen C Faulk,I,FL,,SEN,Y,3O, ,,,0,
2014,N00004403,Ron Kind,D,WI,WI-03,CON,Y,DW, ,1523471.0,464993.0,1988749,285.0
2010,N00030940,Ed Martin,R,MO,MO-03,CON,Y,RL, ,272921.0,1090027.0,1635178,272230.0
2014,N00031934,Dan Benishek,R,MI,MI-01,CON,Y,RW, ,1472549.0,775517.0,2396156,148090.0
2014,N00002898,Mark Foley,R,FL,FL-16,CON, ,RN, ,,,0,0.0
2010,N00000362,Jack Reed,D,RI,,SEN, ,DI, ,106650.0,121423.0,251799,23726.0
2014,N00029127,Jared Polis,D,CO,CO-02,CON,Y,DW, ,87426.0,1466377.0,1598872,45069.0
2014,N00036754,Gregory Puccetti,I,KY,KY-03,CON,Y,3L, ,2578.0,3019.0,5597,0.0
2010,N00031210,Tony Buntyn,R,FL,FL-11,CON,Y,RL, ,1000.0,29793.0,38111,7318.0
2014,N00034141,Candace Duval,D,TX,TX-21,CON, ,DN, ,,,170,170.0
2010,N00029159,Philip M Heimlich,R,OH,OH-02,CON, ,RN, ,,,0,0.0
2014,N00013846,Jeff Miller,R,FL,FL-01,CON,Y,RW, ,379769.0,209239.0,638971,49963.0
2014,N00032642,Joe Penalosa,I,AZ,AZ-07,CON, ,3N, ,1000.0,19890.0,24418,3528.0
2010,N00030854,Brian Allan Miller,R,AZ,AZ-08,CON,Y,RL, ,1397.0,112491.0,182081,68193.0
2014,N00035953,Tootie Smith,R,OR,OR-05,CON,Y,RL, ,12010.0,38984.0,50994,0.0
2010,N00004517,Dean M. Barkley,I,MN,,SEN, ,3N, ,,750.0,1160,410.0
2000,N00013434,Brian Heady,I,FL,,SEN,Y,3O, ,,,0,
2014,N00030953,Steven D. Welch,R,PA,,SEN, ,RN, ,,,0,0.0
2014,N00030953,Steven D. Welch,R,PA,PA-07,CON, ,RN, ,,,0,0.0
2014,N00035688,Gwen Graham,D,FL,FL-02,CON,Y,DW, ,873732.0,2451047.0,3865931,541152.0
2010,N00003532,Bob Ney,R,OH,OH-18,CON, ,RN, ,,,0,0.0
2010,N00031568,Davis Ronald Conway,R,MO,,SEN,Y,RL, ,,3555.0,3555,0.0
2010,N00026675,Gene Christensen,R,TX,TX-04,CON, ,RN, ,,,0,0.0
2010,N00029987,David L Hartsuch,R,IA,IA-01,CON, ,RN, ,,,35,35.0
2014,N00030836,Rand Paul,R,KY,,SEN, ,RI, ,206778.0,855072.0,4445845,3383995.0
2014,N00030836,Rand Paul,R,KY,,SEN, ,RI, ,206778.0,855072.0,4445845,3383995.0
2010,N00024773,Stephanie Herseth Sandlin,D,SD,SD-01,CON,Y,DL, ,1371638.0,812328.0,2354998,171032.0
2014,N00036208,Gordon Ball,D,TN,,SEN,Y,DL, ,14500.0,111438.0,143206,17268.0
2014,N00007099,Ken Calvert,R,CA,CA-42,CON,Y,RW, ,645720.0,531453.0,1184331,7158.0
2014,N00035920,Bill Hughes Jr,D,NJ,NJ-02,CON,Y,DL, ,44800.0,665835.0,765207,54572.0
2014,N00035686,John Walsh,D,MT,,SEN,Y,DI, ,709222.0,2425870.0,3580345,445253.0
2010,N00031047,Mark Vargas,R,IL,IL-14,CON,Y,RC, ,,8220.0,8360,140.0
2014,N00031165,Linda McMahon,R,CT,,SEN, ,RN, ,-10100.0,,-10100,0.0
2014,N00036534,Ed Tarpley,R,LA,LA-05,CON,Y,RC, ,,43304.0,46579,3275.0
2014,N00036639,Chris Stockwell,I,MA,MA-04,CON,Y,3L, ,,48496.0,55009,6513.0
2010,N00029028,Eileen Donoghue,D,MA,MA-05,CON, ,DN, ,,,0,0.0
2010,N00000183,Tom Tierney,R,MA,MA-07,CON, ,RL, ,23100.0,15500.0,38600,0.0
2010,N00000183,Tom Tierney,R,MA,MA-07,CON,Y,RL, ,23100.0,15500.0,38600,0.0
2010,N00009570,Artur Davis,D,AL,AL-07,CON, ,DI, ,64364.0,40900.0,105649,385.0
2010,N00029481,Gregory Scott Deshefy,3,CT,CT-02,CON,Y,3L, ,,1400.0,1869,469.0
2014,N00035734,Jim Read,D,MN,MN-06,CON,Y,DN, ,,33265.0,60209,26944.0
2010,N00031558,Debbie D. Wallace,D,WA,WA-03,CON,Y,DN, ,2000.0,23300.0,45448,20148.0
2010,N00031316,Kevin Michael Butler,R,FL,FL-08,CON,Y,RN, ,,1091.0,391,-700.0
2010,N00032546,Ron Johnson,R,WI,,SEN,Y,RW, ,3304749.0,7763071.0,12766507,1698687.0
2014,N00033174,Josh Mandel,R,OH,,SEN, ,RN, ,12500.0,-15500.0,-3000,0.0
2014,N00033383,Joe Davidow,R,FL,FL-19,CON, ,RN, ,,,0,0.0
2010,N00031937,Jeff Wincel,R,MI,MI-02,CON,Y,RN, ,,6400.0,7185,785.0
2014,N00033589,Renea Wickman,D,CA,CA-31,CON, ,DN, ,,,0,0.0
2014,N00032868,Howard Kudler,D,NY,NY-03,CON, ,DN, ,,,0,0.0
2010,N00031505,Patrick Barron,I,MA,MA-03,CON,Y,3L, ,,2775.0,3167,392.0
2010,N00006897,Brad Sherman,D,CA,CA-27,CON,Y,DW, ,544396.0,1136475.0,1694517,13646.0
2010,N00032174,Anthony Portantino,D,CA,CA-34,CON, ,DN, ,6250.0,23051.0,34029,4728.0
2014,N00036167,Tim Dean,I,NY,NY-25,CON,Y,3C, ,,17452.0,17452,0.0
2010,N00026274,Rico Oller,R,CA,CA-04,CON, ,RN, ,7213.0,10101.0,17314,0.0
2014,N00035663,Chris McDaniel,R,MS,,SEN,Y,RL, ,3747820.0,1976756.0,6848642,1124066.0
2014,N00026931,Marion Thorpe,R,FL,,SEN, ,RN, ,,,0,0.0
2014,N00026931,Marion Thorpe,R,FL,FL-23,CON, ,RN, ,,,0,0.0
2014,N00036249,Abel Tapia,D,CO,CO-03,CON,Y,DL, ,98107.0,192134.0,333203,42962.0
2010,N00031218,Dave Funk,R,IA,IA-03,CON,Y,RL, ,1000.0,67943.0,91911,22968.0
2014,N00035893,John Chapman,R,MA,MA-09,CON,Y,RL, ,14750.0,351471.0,427487,61266.0
2010,N00027583,Victoria Wells Wulsin,D,OH,OH-02,CON, ,DN, ,5523.0,13050.0,20082,1509.0
2010,N00032850,Brian Keith Hill,I,CT,,SEN,Y,3L, ,,200.0,2350,2150.0
2014,N00004956,Jerry F. Costello,D,IL,IL-12,CON, ,DN, ,26650.0,,26650,0.0
2014,N00036110,Carlos Vazquez,R,CA,CA-46,CON,Y,RL, ,219.0,13300.0,13519,0.0
2010,N00001821,Steny H. Hoyer,D,MD,MD-05,CON,Y,DW, ,2882175.0,1539030.0,4473675,52470.0
2014,N00001129,Melinda R Katz,D,NY,NY-09,CON, ,DN, ,,,0,0.0
2014,N00035432,Alden Smith,D,ME,ME-02,CON,Y,DN, ,,6600.0,8541,1941.0
2010,N00006770,Mel Levine,D,CA,,SEN, ,DN, ,1000.0,,1000,0.0
2010,N00031453,Jim Gibbons,R,IA,IA-03,CON,Y,RL, ,39250.0,354546.0,429182,35386.0
2014,N00035219,Michael A. Etienne,D,FL,FL-24,CON,Y,DL, ,,5000.0,5000,0.0
2014,N00000616,Joe Lieberman,D,CT,,SEN, ,DN, ,,-1500.0,-1500,0.0
2014,N00031233,Andy Barr,R,KY,KY-06,CON,Y,RW, ,1181222.0,1424628.0,2723166,117316.0
2010,N00031336,Nathan Ryan Dahm,R,OK,OK-01,CON,Y,RL, ,1000.0,8675.0,26620,16945.0
2010,N00028769,Christine O'Donnell,R,DE,,SEN,Y,RL, ,664822.0,2124370.0,7746780,4957588.0
2014,N00033989,Brad Mitzelfelt,R,CA,CA-08,CON, ,RN, ,,2500.0,2500,0.0
2010,N00032396,Kevin J. Weiland,D,SD,SD-01,CON, ,DN, ,,8890.0,11555,2665.0
2014,N00030011,Paul J Carmouche,D,LA,LA-04,CON, ,DN, ,,,0,0.0
2014,N00033317,Andy Schmookler,D,VA,VA-06,CON, ,DN, ,-400.0,,-400,0.0
2014,N00036770,Nestor Montilla,I,NJ,NJ-09,CON,Y,3L, ,,1990.0,2178,188.0
2010,N00029658,James Joseph (Jay) Mcgovern,D,FL,FL-04,CON, ,DN, ,,-400.0,-400,0.0
2010,N00028080,Dexter J. Kamilewicz,I,ME,ME-01,CON, ,3N, ,,,0,0.0
2010,N00031159,Gilbert Baker,R,AR,,SEN,Y,RL, ,19500.0,700176.0,793777,74101.0
2014,N00034120,Scott Perry,R,PA,PA-04,CON,Y,RW, ,336461.0,231315.0,624407,56631.0
2014,N00034142,Max Martin,D,TX,TX-36,CON, ,DN, ,,3645.0,3645,0.0
2008,N00029305,Charles Jin Hahn,R,CA,CA-29,CON,Y,RL, ,2300.0,44182.0,74901,28419.0
2010,N00029572,James Peter Trakas,R,OH,OH-10,CON, ,RN, ,,,101,101.0
2010,N00031046,Marshall Hatch,D,IL,IL-07,CON,Y,DO, ,,,5839,5839.0
2010,N00030751,Carroll A. Campbell III,R,SC,SC-01,CON,Y,RL, ,4000.0,207500.0,233615,22115.0
2014,N00035902,Maurice Morton,D,MI,MI-14,CON,Y,DN, ,1000.0,32103.0,35508,2405.0
2014,N00036405,Lowell B. Peck,R,WA,WA-04,CON,Y,RN, ,,10300.0,11526,1226.0
2010,N00029260,Ann Kirkpatrick,D,AZ,AZ-01,CON,Y,DL, ,963515.0,992304.0,2196594,240775.0
2010,N00026469,Jim Holt,R,AR,,SEN,Y,RL, ,,112182.0,143369,31187.0
2010,N00031259,Jacqueline Marie Miller,I,TN,TN-05,CON,Y,3L, ,,4768.0,5933,1165.0
2010,N00031726,"Gary ""Jet"" Schank",I,CA,CA-47,CON,Y,3L, ,,2053.0,3252,1199.0
2010,N00031933,William R. Keating,D,MA,MA-10,CON,Y,DW, ,489354.0,1140416.0,1758836,129066.0
2014,N00033410,Markwayne Mullin,R,OK,OK-02,CON,Y,RW, ,522657.0,662501.0,1214937,29779.0
2010,N00029586,Michael Peter Skelly,D,TX,TX-07,CON, ,DN, ,-250.0,-228.0,-478,0.0
2014,N00036217,David Cox,R,CO,CO-03,CON,Y,RL, ,,1921.0,1921,0.0
2014,N00035750,Ben Pollock,R,OR,OR-05,CON,Y,RL, ,,42212.0,47177,4965.0
2014,N00035656,Arthur Gardner,R,GA,,SEN,Y,RL, ,,83875.0,90471,6596.0
2014,N00005437,Clyde C. Holloway,R,LA,LA-05,CON,Y,RC, ,30500.0,168424.0,206264,7340.0
2014,N00036200,Paul Marineau,I,MI,,SEN,Y,3L, ,,9300.0,10985,1685.0
2010,N00031935,John Field Reichardt,R,MI,MI-02,CON,Y,RL, ,7175.0,119913.0,150177,23089.0
2010,N00032216,David Su,R,CA,CA-42,CON,Y,RL, ,,3227.0,3466,239.0
2014,N00035556,Dan Logue,R,CA,CA-03,CON,Y,RL, ,139461.0,626566.0,789315,23288.0
2014,N00035397,Michael McKenna,D,FL,FL-10,CON,Y,DL, ,,16517.0,21940,5423.0
2014,N00033276,Susan Adams,D,CA,CA-02,CON, ,DN, ,,,0,0.0
2014,N00030743,Tracey Robert Mann,R,KS,KS-01,CON, ,RN, ,310.0,1266.0,1766,190.0
2014,N00036317,Jack Seaman,L,ND,ND-01,CON,Y,3L, ,,3300.0,9148,5848.0
2010,N00000205,Marty Meehan,D,MA,MA-05,CON, ,DN, ,0.0,,0,0.0
2014,N00030197,Richard Hanna,R,NY,NY-22,CON,Y,RW, ,677648.0,345986.0,1085312,61678.0
2014,N00036379,Christopher Lynn Carter,R,TN,TN-05,CON,Y,RL, ,,8967.0,9117,150.0
2014,N00035358,Branko Radulovacki,D,GA,,SEN,Y,DL, ,,160551.0,170735,10184.0
