cycle,cid,candidate_name,party,state,district,campaign,cycle_candidate,recip_code,nopacs,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2000,N00009703,Jack Walton Ross,R,OK,OK-02,CON,Y,RL, ,12300.0,280559.0,466500,173641.0
2000,N00013011,John Lawrence,R,TX,TX-01,CON,Y,RL, ,,3326.0,4351,1025.0
2000,N00002314,W G (Bill) Hefner,D,NC,NC-08,CON, ,DN, ,,,0,0.0
2000,N00008032,Kenny Hulshof,R,MO,MO-09,CON,Y,RW, ,549355.0,342147.0,1421185,529683.0
2000,N00013702,Andrew Le Cureaux,L,MI,MI-12,CON,Y,3L, ,,,0,
2000,N00004141,Jim Berryman,D,MI,MI-07,CON, ,DN, ,400.0,,1596,1196.0
2000,N00008038,Chris John,D,LA,LA-07,CON,Y,DW, ,379680.0,219495.0,839568,240393.0
2000,N00005888,Thomas Anselin Reed,D,TX,TX-14,CON, ,DN, ,1500.0,4850.0,16190,9840.0
2000,N00013703,Karin R Corliss,L,MI,MI-13,CON,Y,3L, ,,,0,
2000,N00012743,Scott Phelps,R,IL,IL-10,CON,Y,RL, ,9759.0,39810.0,87729,38160.0
2000,N00009957,George Allen,R,VA,,SEN,Y,RW, ,3119739.0,6007972.0,17109259,7981548.0
2000,N00012668,Kenneth R Timmerman,R,MD,,SEN,Y,RL, ,,20450.0,47016,26566.0
2000,N00003868,Michael Everett Bailey,R,IN,IN-09,CON,Y,RL, ,16133.0,84459.0,261364,160772.0
2000,N00009644,Jeffrey Scott Cooper,D,IL,IL-20,CON,Y,DL, ,64196.0,94848.0,312446,153402.0
2000,N00009708,Gregory Aaron Rogers,D,OK,OK-06,CON,Y,DN, ,,8300.0,9000,700.0
2000,N00006892,Rich Sybert,R,CA,CA-24,CON, ,RN, ,-2500.0,,-2500,0.0
2000,N00001305,John J LaFalce,D,NY,NY-29,CON,Y,DW, ,514298.0,314200.0,1136183,307685.0
2000,N00013704,David Arndt,3,MI,MI-13,CON,Y,3L, ,,,0,
2000,N00013705,Constance J Catalfio,L,MI,MI-14,CON,Y,3L, ,,,0,
2000,N00006682,Julian C Dixon,D,CA,CA-32,CON,Y,DW, ,111786.0,46799.0,212034,53449.0
2000,N00007563,Gene Smith,3,CA,CA-44,CON,Y,3L, ,,6710.0,7060,350.0
2000,N00013159,Mike Palecek,D,IA,IA-05,CON,Y,DL, ,,2599.0,7622,5023.0
2000,N00003664,Paul McClain,D,OH,OH-04,CON, ,DN, ,,,0,0.0
2000,N00012616,Martin J Colle,R,CA,CA-43,CON,Y,RL, ,,92250.0,106295,14045.0
2000,N00008060,John Scott Keadle,R,NC,NC-12,CON,Y,RC, ,,-940.0,13495,14435.0
2000,N00003367,Dunn Lampton,R,MS,MS-04,CON,Y,RL, ,222975.0,259320.0,869920,387625.0
2000,N00002581,John H Lewis Sr,R,GA,GA-05,CON, ,RN, ,12500.0,,12997,497.0
2000,N00013706,Paul Pederson,3,NY,NY-12,CON,Y,3L, ,,,0,
2000,N00009603,Wade Rowland Sanders,D,CA,CA-49,CON,Y,DN, ,2882.0,99065.0,214870,112923.0
2000,N00012462,Jason Eric Sutfin,R,AR,AR-01,CON,Y,RL, ,,18048.0,39770,21722.0
2000,N00002496,Thomas L Moore,D,SC,SC-03,CON, ,DN, ,19000.0,73900.0,173115,80215.0
2000,N00003876,R (Marc) Carmichael,D,IN,IN-02,CON, ,DN, ,,,0,0.0
2000,N00013454,Lawrence Robert Nelson,D,AZ,AZ-06,CON,Y,DL, ,24819.0,795.0,31334,5720.0
2000,N00013456,June Gold,R,CT,CT-03,CON,Y,RL, ,2078.0,24820.0,36986,10088.0
2000,N00013707,Scott A Jeffery,L,NY,NY-15,CON,Y,3L, ,,,0,
2000,N00001912,Kenneth L Wayman II,R,MD,,SEN,Y,RL, ,2000.0,,2000,0.0
2000,N00001764,Richard G Lugar,R,IN,,SEN, ,RI, ,919409.0,1882305.0,5299711,2497997.0
2000,N00013708,Bob Batchelder,3,SC,SC-01,CON,Y,3L, ,,,0,
2000,N00009950,Murray S Levin,D,PA,,SEN,Y,DL, ,1000.0,132876.0,290120,156244.0
2000,N00013268,James C Harrington Jr,D,GA,GA-09,CON,Y,DL, ,2381.0,27360.0,79266,49525.0
2000,N00001440,Monte Kemmler,D,PA,PA-09,CON, ,DN, ,,,0,0.0
2000,N00013414,Stephen Healey,L,NY,NY-28,CON,Y,3L, ,,3701.0,11365,7664.0
2000,N00012631,Nick Frank Arena Jr,D,IN,IN-06,CON,Y,DL, ,,4984.0,16731,11747.0
2000,N00013151,Stephanie Hunter Sanchez,D,CT,CT-04,CON,Y,DL, ,22220.0,95549.0,125212,7443.0
2000,N00004468,Rod Grams,R,MN,,SEN,Y,RL, ,2740410.0,1675160.0,8364248,3948678.0
2000,N00006883,Gary E Forsch,R,CA,CA-26,CON, ,RN, ,,8919.0,8919,0.0
2000,N00001276,John M McHugh,R,NY,NY-24,CON,Y,RW, ,166553.0,76000.0,329888,87335.0
2000,N00009711,Bob Mooneyham,D,OK,OK-06,CON,Y,DL, ,,4700.0,23560,18860.0
2000,N00009744,Daniel Power,R,TX,TX-16,CON,Y,RL, ,1664.0,9720.0,31169,19785.0
2000,N00012875,Donald G Kennedy,D,FL,FL-12,CON,Y,DN, ,,472.0,2238,1766.0
2000,N00009749,William H Payne,R,TX,TX-24,CON,Y,RL, ,1250.0,77050.0,95639,17339.0
2000,N00012573,Mark Daniel Peterman,R,TX,TX-04,CON,Y,RL, ,,11865.0,16880,5015.0
2000,N00013412,Mark Jacobs,3,NY,NY-19,CON,Y,3L, ,,10450.0,21909,11459.0
2000,N00000113,Charles Evans Thompson,R,SC,SC-01,CON,Y,RL, ,2000.0,3500.0,16150,10650.0
2000,N00000113,Charles Evans Thompson,R,SC,SC-01,CON, ,RO, ,2000.0,3500.0,16150,10650.0
2000,N00002406,Bill Horne,R,SC,SC-05,CON, ,RN, ,31469.0,500.0,31969,0.0
2000,N00003389,Mitch McConnell,R,KY,,SEN, ,RI, ,121574.0,785515.0,1728188,821099.0
2000,N00013275,Carlos Iovannitti,R,MI,MI-09,CON,Y,RC, ,1000.0,,1665,665.0
2000,N00006052,Mac Thornberry,R,TX,TX-13,CON,Y,RW, ,219681.0,372650.0,1067787,475456.0
2000,N00005096,Anthony Joseph Heckemeyer,D,MO,MO-08,CON, ,DN, ,,500.0,1200,700.0
2000,N00012794,Pat Ahumada,R,TX,TX-27,CON,Y,RL, ,915.0,12850.0,42935,29170.0
2000,N00004661,Robert L (Dusty) Deschamps,D,MT,MT-01,CON, ,DN, ,,300.0,1205,905.0
2000,N00001470,Nicholas R Sabatine,R,PA,PA-15,CON, ,RN, ,,26456.0,26456,0.0
2000,N00013093,Jeffrey Lee Clapper,D,IN,IN-07,CON,Y,DL, ,,1800.0,6525,4725.0
2000,N00013280,Katina M Johnstone,D,NY,NY-13,CON,Y,DL, ,14754.0,16800.0,72599,41045.0
2000,N00013265,Gail Notti,D,GA,GA-03,CON,Y,DL, ,2500.0,8382.0,14287,3405.0
2000,N00001076,Barry Dwayne Ford,3,NY,NY-10,CON,Y,3L, ,,193717.0,441514,247797.0
2000,N00002742,Bob Graham,D,FL,,SEN, ,DI, ,8598.0,22000.0,53078,22480.0
2000,N00012584,Jonathan Smith,R,WI,WI-05,CON,Y,RL, ,474.0,10800.0,26216,14942.0
2000,N00004960,Jay C Hoffman,D,IL,IL-20,CON, ,DN, ,,,0,0.0
2000,N00004722,Jay R Pritzker,D,IL,IL-09,CON, ,DN, ,,-57240.0,-57240,0.0
2000,N00013709,Timothy Moultrie,L,SC,SC-02,CON,Y,3L, ,,,0,
2000,N00013710,Adrian Banks,L,SC,SC-03,CON,Y,3L, ,,,0,
2000,N00013711,Leroy J Klien,3,SC,SC-03,CON,Y,3L, ,,,0,
2000,N00013713,Lynwood Earl Hines,L,SC,SC-06,CON,Y,3L, ,,,0,
2000,N00013714,Daniel H Krymkowski,L,VT,VT-01,CON,Y,3L, ,,,0,
2006,N00003328,Thad Cochran,R,MS,,SEN, ,RI, ,231000.0,82200.0,313500,300.0
2000,N00013721,William Quarton,3,MI,,SEN,Y,3L, ,,,0,
2000,N00013722,Jacob J Perasso,3,NY,,SEN,Y,3L, ,,,0,
2000,N00013724,Billy Greer,3,VT,,SEN,Y,3L, ,,,0,
2000,N00013725,Kenneth Louis Lowndes,3,MI,MI-03,CON,Y,3L, ,,,0,
2000,N00013726,Robert L Thomas,3,MI,MI-15,CON,Y,3L, ,,,0,
2000,N00013727,Tom Campbell,L,SC,SC-05,CON,Y,3L, ,,,0,
2000,N00013728,Paul Hager,L,IN,,SEN,Y,3L, ,,,0,
2000,N00000268,Philip Hyde III,3,MA,,SEN,Y,3L, ,,,0,
2000,N00008980,Randy Mackenzie,3,CO,CO-05,CON,Y,3L, ,,,0,
2000,N00000039,Dale E Friedgen,3,MA,,SEN,Y,3L, ,,,0,
2000,N00004106,John Mangopoulos,3,MI,,SEN,Y,3L, ,,,0,
2000,N00013733,Michael F Gallagher,D,FL,FL-15,CON, ,DN, ,,,0,
2000,N00013734,Jonathan Mogor,R,FL,FL-19,CON, ,RN, ,,,0,
2000,N00013735,Nathan Nathaniel Holden,D,CA,CA-32,CON, ,DN, ,,,0,
2006,N00004280,Jim Leach,R,IA,IA-02,CON,Y,RL,Y,70839.0,331073.0,499874,97962.0
2006,N00008086,Dave Camp,R,MI,MI-04,CON,Y,RW, ,855430.0,248289.0,1176339,72620.0
2000,N00006700,Mervin Leon Evans,D,CA,CA-32,CON, ,DN, ,,,0,
2000,N00013738,Kevin Murray,D,CA,CA-32,CON, ,DN, ,,,0,
2000,N00013736,Walter N Iwachiw,3,NY,,SEN, ,3N, ,,,0,
2006,N00004133,Fred Upton,R,MI,MI-06,CON,Y,RW, ,661222.0,458413.0,1182316,62681.0
2000,N00013222,Harold L (Hal) Palmer Jr,R,WA,WA-03,CON,Y,RN, ,,,0,
2000,N00013223,Matthew Scott Gulick,R,WI,WI-03,CON,Y,RN, ,,,0,
2000,N00013224,Glen W Kepner,D,WI,WI-06,CON,Y,DN, ,,,0,
2006,N00001783,John D Dingell,D,MI,MI-15,CON,Y,DW, ,1176594.0,355941.0,1540536,8001.0
2006,N00001633,Joe Pitts,R,PA,PA-16,CON,Y,RW, ,294817.0,194598.0,504988,15573.0
2004,N00024983,Frank Briscoe Jr,D,TX,TX-22,CON, ,DN, ,,,0,0.0
2008,N00003844,Mark E Souder,R,IN,IN-03,CON,Y,RW, ,690702.0,401238.0,1204475,112535.0
2004,N00026985,Sandra Jeanne Matheson,D,WA,WA-04,CON,Y,DL, ,79478.0,241367.0,381476,60631.0
2004,N00026469,Jim Holt,R,AR,,SEN,Y,RL, ,23186.0,79780.0,230960,127994.0
2008,N00029507,Rodger W Jennings,3,IL,IL-12,CON,Y,3L, ,,9288.0,4014,-5274.0
2008,N00004128,Joe Schwarz,R,MI,MI-07,CON, ,RN, ,4600.0,35550.0,48989,8839.0
2004,N00027093,William W Jordan,D,NC,NC-06,CON,Y,DL, ,,7998.0,18143,10145.0
2008,N00003476,Ron Lewis,R,KY,KY-02,CON,Y,RI, ,406213.0,57640.0,486957,23104.0
2004,N00026291,Albert A Widner,D,MI,MI-07,CON,Y,DN, ,,23479.0,41477,17998.0
2004,N00026463,Todd Mielke,R,WA,WA-05,CON,Y,RN, ,,5460.0,11601,6141.0
2004,N00026760,Carroll Fisher,D,OK,,SEN,Y,DL, ,,39780.0,60780,21000.0
2004,N00010920,Jessie Fields,3,NY,NY-15,CON,Y,3L, ,,200.0,400,200.0
2008,N00028534,David B Schlosser,L,AZ,AZ-01,CON, ,3N, ,,,0,0.0
2004,N00008274,Loretta Sanchez,D,CA,CA-47,CON,Y,DW, ,423438.0,737842.0,1248393,87113.0
2004,N00009761,Jeff Morris,D,WA,WA-02,CON, ,DN, ,,5000.0,5000,0.0
2008,N00027463,Bill Dix,R,IA,IA-01,CON, ,RN, ,-1000.0,1000.0,0,0.0
2008,N00000280,Bill Delahunt,D,MA,MA-10,CON,Y,DW, ,129151.0,30075.0,162906,3680.0
2008,N00030118,Tim Smith,R,DE,,SEN,Y,RN, ,,27180.0,27180,0.0
2008,N00028322,Paul S Burtzlaff,R,OH,OH-13,CON, ,RN, ,,-183.0,-183,0.0
2004,N00000205,Marty Meehan,D,MA,MA-05,CON,Y,DW,Y,3522.0,2943751.0,2947273,0.0
2004,N00026819,Adam Smith,D,KY,KY-02,CON,Y,DL, ,6500.0,4344.0,11704,860.0
2004,N00007312,Sam Farr,D,CA,CA-17,CON,Y,DW, ,323859.0,192633.0,593420,76928.0
2008,N00029985,Markel Hutchins,D,GA,GA-05,CON,Y,DL, ,,10638.0,11325,687.0
2008,N00030084,Charles Roper Jeter,R,SC,SC-04,CON,Y,RL, ,,23359.0,29309,5950.0
2008,N00029895,Anne Barth,D,WV,WV-02,CON,Y,DL, ,703115.0,789712.0,1610286,117459.0
2008,N00028673,Mark Stanton Beatty,R,HI,,SEN, ,RN, ,,,0,0.0
2004,N00001158,Alfonse M D'Amato,R,NY,,SEN, ,RN, ,,-12100.0,-12100,0.0
2004,N00025831,Carol Cassady,R,WA,WA-07,CON,Y,RL, ,,3600.0,14978,11378.0
2004,N00009570,Artur Davis,D,AL,AL-07,CON,Y,DW, ,500934.0,503075.0,1069594,65585.0
2008,N00029085,Sandy Treadwell,R,NY,NY-20,CON,Y,RL, ,187825.0,6658294.0,6906372,60253.0
2008,N00024931,Rick Renzi,R,AZ,AZ-01,CON,Y,RI, ,93048.0,49600.0,154866,12218.0
2004,N00000183,Tom Tierney,R,MA,MA-05,CON,Y,RL, ,16753.0,250.0,17353,350.0
2008,N00002630,Charles W Norwood,R,GA,GA-10,CON, ,RI, ,-7000.0,200.0,-6665,135.0
2004,N00024773,Stephanie Herseth,D,SD,SD-01,CON,Y,DW, ,5058172.0,2019313.0,8034059,956574.0
2004,N00003532,Bob Ney,R,OH,OH-18,CON,Y,RW, ,813035.0,509865.0,1405436,82536.0
2008,N00029873,Thomas Roughneen,R,NJ,NJ-07,CON,Y,RL, ,,26765.0,46610,19845.0
2008,N00029637,John M Faulk,R,TX,TX-18,CON,Y,RL, ,277.0,39436.0,51367,11654.0
2008,N00030055,Darius Shahinfar,D,NY,NY-21,CON,Y,DL, ,7000.0,265561.0,301104,28543.0
2004,N00026826,Robert Louis Marconi,D,CT,CT-05,CON,Y,DN, ,6000.0,6415.0,20484,8069.0
2008,N00029248,Michael Lange,I,MT,,SEN,Y,3C, ,,7175.0,13072,5897.0
2008,N00026756,Ray Bly,I,MD,MD-07,CON,Y,3C, ,,,0,
2008,N00030073,Nancy J Moran,D,OR,OR-05,CON,Y,DL, ,,2508.0,10696,8188.0
2008,N00026619,Jeff Parnell,R,MO,MO-04,CON,Y,RL, ,500.0,250.0,2820,2070.0
2008,N00029579,Chris Lien,R,SD,SD-01,CON,Y,RL, ,101099.0,392727.0,558371,64545.0
2004,N00007779,Brian Boquist,R,OR,OR-05,CON,Y,RN, ,,1300.0,1685,385.0
2008,N00027817,Upendra J Chirukula,3,NJ,NJ-06,CON, ,3N, ,,7750.0,7750,0.0
2008,N00027694,Claire McCaskill,D,MO,,SEN, ,DI, ,480316.0,272781.0,757833,4736.0
2004,N00013375,Clifford Mark Greene,D,AK,AK-01,CON, ,DN, ,,621.0,621,0.0
2008,N00029684,Andrew David Kopplin,D,LA,LA-06,CON,Y,DL, ,5000.0,354595.0,382035,22440.0
2004,N00001861,Henry A Waxman,D,CA,CA-30,CON,Y,DW, ,424969.0,111448.0,540162,3745.0
2008,N00029327,Mark Schauer,D,MI,MI-07,CON,Y,DW, ,1694876.0,1791055.0,3696615,210684.0
2008,N00005551,Ernest J Istook,R,OK,OK-05,CON, ,RN, ,-1750.0,-22000.0,-23750,0.0
2004,N00026226,Joseph H (Joe) Byrd,R,NC,NC-05,CON,Y,RL, ,2000.0,9150.0,35630,24480.0
2004,N00026657,Wayland R Smalley,R,OK,OK-02,CON,Y,RL, ,,20192.0,52452,32260.0
2004,N00009586,Hilda L Solis,D,CA,CA-32,CON,Y,DW, ,340089.0,201185.0,585644,44370.0
2008,N00028607,Bill Winney,R,WY,WY-01,CON, ,RL, ,,16121.0,18404,2283.0
2008,N00028607,Bill Winney,R,WY,WY-01,CON,Y,RL, ,,16121.0,18404,2283.0
2004,N00027023,Mark Thomas Groettum,R,MN,MN-08,CON,Y,RL, ,20000.0,6872.0,37980,11108.0
2008,N00000245,John Kerry,D,MA,,SEN, ,DW,Y,1401871.0,2269885.0,3905684,233928.0
2008,N00027681,Paul T Richards,D,MT,,SEN, ,DN, ,1255.0,6004.0,7259,0.0
2004,N00026798,Andrew C Gin,D,OK,OK-05,CON,Y,DN, ,,2300.0,28250,25950.0
2004,N00000362,Jack Reed,D,RI,,SEN, ,DI, ,32283.0,69910.0,225278,123085.0
2008,N00026926,Jerry McNerney,D,CA,CA-11,CON,Y,DW, ,2198574.0,1668391.0,4235717,368752.0
2004,N00005407,Richard Baker,R,LA,LA-06,CON,Y,RW, ,841408.0,318850.0,1166422,6164.0
2008,N00030269,Carmine Morano,3,NY,NY-13,CON,Y,3L, ,,8350.0,9950,1600.0
2008,N00025477,Mark Saalfield Norris,R,TN,TN-07,CON, ,RN, ,3250.0,,3250,0.0
2004,N00024878,Tom Benigno,I,CA,CA-11,CON,Y,3C, ,,5009.0,5009,0.0
2008,N00029926,Rebecca Schneider,D,AZ,AZ-06,CON,Y,DL, ,1331.0,3575.0,7671,2765.0
2008,N00030187,Henry Sanchez,D,MI,MI-03,CON,Y,DL, ,,1350.0,1750,400.0
2004,N00002302,Eva M Clayton,D,NC,NC-01,CON, ,DN, ,-1000.0,,-1000,0.0
2004,N00026419,Kirk Humphreys,R,OK,,SEN,Y,RL, ,188433.0,1933892.0,3563655,1441330.0
2004,N00025065,Herbert E Meyer,R,WA,WA-02,CON, ,RN, ,,-3800.0,-3645,155.0
2008,N00026528,Victor David Elizalde,R,CA,CA-30,CON, ,RN, ,,149070.0,149070,0.0
2004,N00026838,Barry Campbell,L,IN,IN-07,CON,Y,3L, ,,,458,458.0
2008,N00025867,George C Lilly,R,CO,CO-01,CON,Y,RL, ,1000.0,4961.0,10746,4785.0
2008,N00025625,Anton Srdanovic,R,NY,NY-14,CON, ,RN, ,,,0,0.0
2004,N00027080,Ronald Bonar,D,MO,,SEN,Y,DL, ,,1624.0,1624,0.0
2008,N00019830,Allan J Lichtman,D,MD,,SEN, ,DN, ,,,0,0.0
2006,N00027484,Andy Joseph Mayberry,R,AR,AR-02,CON,Y,RL, ,4315.0,38688.0,81342,38339.0
2004,N00002685,Saxby Chambliss,R,GA,,SEN, ,RI, ,365022.0,1393161.0,3434125,1675942.0
2004,N00002685,Saxby Chambliss,R,GA,,SEN, ,RI, ,365022.0,1393161.0,3434125,1675942.0
2004,N00003264,Lincoln Davis,D,TN,TN-04,CON,Y,DW, ,825804.0,340622.0,1250655,84229.0
2004,N00001758,Chuck Grassley,R,IA,,SEN,Y,RW, ,2605142.0,2416398.0,5022150,610.0
2004,N00025303,Jay Thomas Jorgensen,R,UT,UT-02,CON, ,RN, ,,-2000.0,-2000,0.0
2004,N00001093,Charles E Schumer,D,NY,,SEN,Y,DW, ,932953.0,8840863.0,9774194,378.0
2008,N00028337,Diana Lynn Irey,R,PA,PA-12,CON, ,RN, ,1000.0,4810.0,5940,130.0
2008,N00028659,Jonathan P Scott,R,RI,RI-01,CON, ,RN, ,,500.0,500,0.0
2004,N00025515,Miriam J Masullo,R,CT,,SEN, ,RC, ,,700.0,3385,2685.0
2004,N00025515,Miriam J Masullo,R,CT,,SEN,Y,RN, ,,700.0,3385,2685.0
2008,N00024998,Donald R Gessner,R,FL,FL-05,CON, ,RN, ,,,0,0.0
2004,N00006008,Ruben Hinojosa,D,TX,TX-15,CON,Y,DW, ,281672.0,290625.0,588697,16400.0
2008,N00001670,Ray Clatworthy,R,DE,,SEN, ,RN, ,,,0,0.0
2008,N00026043,Randy Neugebauer,R,TX,TX-19,CON,Y,RW, ,515966.0,593753.0,1142732,33013.0
2004,N00026278,Fred Timothy Willoughby,D,CA,CA-25,CON,Y,DL, ,48.0,12003.0,22261,10210.0
2004,N00013335,Norman H Jackman,D,NH,NH-02,CON, ,DN, ,,,100,100.0
2004,N00026368,Tim Walberg,R,MI,MI-07,CON,Y,RL, ,,120800.0,127706,6906.0
2008,N00002269,Bob Etheridge,D,NC,NC-02,CON,Y,DW, ,676428.0,467237.0,1199685,56020.0
2004,N00024919,Chris Bell,D,TX,TX-09,CON,Y,DL, ,381186.0,503325.0,923475,38964.0
2008,N00005681,Pete Sessions,R,TX,TX-32,CON,Y,RW, ,762762.0,934332.0,1752165,55071.0
2008,N00025246,Anthony A Latell Jr,D,OH,OH-17,CON, ,DN, ,,,0,0.0
2008,N00020408,Pete McCloskey,R,CA,CA-11,CON, ,RN, ,,51526.0,51526,0.0
2008,N00027528,Douglas Robert Roulstone,R,WA,WA-02,CON,Y,RN, ,-500.0,113200.0,133051,20351.0
2004,N00026948,Dan Cofran,D,MO,MO-05,CON,Y,DN, ,,6750.0,8310,1560.0
2004,N00000901,Bob Smith,D,NJ,NJ-06,CON, ,DN, ,,,0,0.0
2008,N00027630,Paul R Nelson,R,WI,WI-03,CON, ,RN, ,,,0,0.0
2004,N00000847,William J Hughes,D,NJ,NJ-02,CON, ,DN, ,,,0,0.0
2004,N00002464,Stephen Henry Brown,R,SC,,SEN, ,RN, ,,,0,0.0
2008,N00012772,John Kelly,D,NM,NM-01,CON, ,DN, ,1000.0,,1000,0.0
2004,N00000429,Deborah (Arnie) Arnesen,D,NH,NH-02,CON, ,DN, ,,,0,0.0
2004,N00027035,G K Butterfield,D,NC,NC-01,CON,Y,DW, ,386082.0,131450.0,551948,34416.0
2004,N00026444,David Vanhoy,R,NC,NC-05,CON,Y,RL, ,,2750.0,6490,3740.0
2004,N00002200,Robert C Byrd,D,WV,,SEN, ,DI, ,1500.0,2500.0,6750,2750.0
2008,N00028246,John Bervick Edwards Jr,D,LA,LA-02,CON, ,DN, ,,,0,0.0
2004,N00026182,Pavel Goberman,R,OR,,SEN,Y,RL, ,,2000.0,3000,1000.0
2008,N00027620,Herbert Ray Rubenstein,D,CO,CO-07,CON, ,DN, ,,,0,0.0
2004,N00026495,Jeffrey Vance,D,CA,CA-02,CON,Y,DL, ,,12371.0,26201,13830.0
2004,N00026999,Michael George Liffrig,R,ND,,SEN,Y,RL, ,15006.0,118025.0,345770,212739.0
2008,N00024882,Katherine Harris,R,FL,,SEN, ,RN, ,-5500.0,-500.0,-5712,288.0
2008,N00024882,Katherine Harris,R,FL,FL-13,CON, ,RN, ,-5500.0,-500.0,-5712,288.0
2004,N00027237,Paul Donnelly,D,DE,DE-01,CON,Y,DL, ,2000.0,,2000,0.0
2004,N00006067,Silvestre Reyes,D,TX,TX-16,CON,Y,DW, ,300050.0,256655.0,578813,22108.0
2008,N00027810,Barry Welsh,D,IN,IN-06,CON,Y,DL, ,7000.0,9789.0,28926,12137.0
2008,N00013869,Michael E Sodrel,R,IN,IN-09,CON,Y,RL, ,215790.0,632766.0,978264,129708.0
2004,N00024942,Jeffrey Thomas Bedingfield,R,CO,CO-04,CON, ,RN, ,,50.0,50,0.0
2008,N00029125,Nicholas Alexander Leibham,D,CA,CA-50,CON,Y,DL, ,345849.0,912169.0,1381964,123946.0
2008,N00002725,Deborah Katz Pueschel,3,FL,FL-04,CON, ,3N, ,3000.0,,3000,0.0
2008,N00028467,Colquitt (CP) Brackett,R,TN,TN-01,CON, ,RN, ,,,0,0.0
2004,N00013868,Marc R Pacheco,D,MA,MA-09,CON, ,DN, ,-1000.0,,-1000,0.0
2008,N00006397,Ed Pastor,D,AZ,AZ-04,CON,Y,DW, ,589930.0,468315.0,1081884,23639.0
2004,N00027049,Mark Brady,R,NH,NH-02,CON,Y,RL, ,3095.0,31175.0,43846,9576.0
2004,N00012601,Ron Unz,R,CA,,SEN, ,RN, ,,,0,0.0
2004,N00026783,David Alan Eversman Sr,R,GA,GA-02,CON,Y,RL, ,1000.0,17211.0,23081,4870.0
2008,N00013836,Doug Dodd,D,OK,OK-01,CON, ,DN, ,,,0,0.0
2004,N00002428,Henry Brown,R,SC,SC-01,CON,Y,RW, ,176115.0,275421.0,463544,12008.0
2008,N00001127,Joseph Crowley,D,NY,NY-07,CON,Y,DW, ,1274028.0,732606.0,2024989,18355.0
2004,N00009572,Bruce C Harris,D,AR,AR-04,CON, ,DN, ,2000.0,,2000,0.0
2008,N00027555,Jennifer L Lawless,D,RI,RI-02,CON, ,DN, ,,3939.0,3939,0.0
2004,N00025371,Larry Maggi,D,PA,PA-18,CON, ,DN, ,1200.0,,1200,0.0
2004,N00026160,Tom Price,R,GA,GA-06,CON,Y,RW, ,1091782.0,1570002.0,2808033,146249.0
2004,N00025578,Randy Camacho,D,AZ,AZ-02,CON, ,DC, ,59500.0,18110.0,77610,0.0
2004,N00025578,Randy Camacho,D,AZ,AZ-02,CON,Y,DL, ,59500.0,18110.0,77610,0.0
2008,N00030292,Gary Murrell,3,WA,WA-06,CON,Y,3L, ,966.0,2300.0,3885,619.0
2004,N00027039,Roger A Eaton,D,NC,NC-03,CON,Y,DL, ,,1500.0,11292,9792.0
2008,N00028260,Paul Timothy Ostrow,D,MN,MN-05,CON, ,DN, ,,924.0,924,0.0
2004,N00003716,Tony P Hall,D,OH,OH-03,CON, ,DN, ,,,0,0.0
2004,N00026290,Patricia Lightner,R,KS,KS-03,CON,Y,RL, ,1500.0,41944.0,50999,7555.0
2008,N00025274,Chuck McCarthy Jr,R,MA,MA-05,CON, ,RN, ,,,0,0.0
2008,N00028123,Robert G McCloskey,D,CA,CA-29,CON, ,DN, ,,14036.0,14086,50.0
2004,N00026331,Mark Smith,D,MO,MO-03,CON,Y,DL, ,1750.0,169652.0,219078,47676.0
2004,N00025738,Blair Hull,D,IL,,SEN,Y,DL, ,179.0,22124300.0,22188238,63759.0
2004,N00025547,John A Stephen,R,NH,NH-01,CON, ,RN, ,,5000.0,10001,5001.0
2004,N00026336,Carl Allen Cole III,D,AL,AL-04,CON,Y,DL, ,1700.0,18450.0,24990,4840.0
2008,N00026651,Capri Cafaro,D,OH,OH-13,CON, ,DN, ,500.0,6275.0,6775,0.0
2008,N00026230,Jun Policarpio,3,NY,NY-05,CON,Y,3L, ,,2950.0,11192,8242.0
2004,N00025607,Scott Conwell,R,MD,MD-03,CON, ,RN, ,,,0,0.0
2008,N00027704,Joseph F Leonardi,R,PA,PA-11,CON, ,RN, ,,,0,0.0
2004,N00004800,Nancy Kaszak,D,IL,IL-05,CON, ,DN, ,,,100,100.0
2004,N00025146,Mark Tunney,R,IL,IL-07,CON, ,RN, ,,3507.0,3507,0.0
2008,N00029412,Steve C Austria,R,OH,OH-07,CON,Y,RW, ,695059.0,549113.0,1269644,25472.0
2008,N00027908,Philip J Avillo Jr,D,PA,PA-19,CON,Y,DL, ,6000.0,27444.0,59700,26256.0
2004,N00003437,Jim Bunning,R,KY,,SEN, ,RI, ,2539628.0,2377547.0,4918100,925.0
2004,N00003437,Jim Bunning,R,KY,,SEN,Y,RW, ,2539628.0,2377547.0,4918100,925.0
2008,N00028122,T J Cox,D,CA,CA-19,CON, ,DN, ,,15353.0,15353,0.0
2008,N00029114,George Parmer,D,CA,CA-37,CON,Y,DL, ,,1250.0,1795,545.0
2008,N00000581,Chris Dodd,D,CT,,SEN, ,DI, ,6985782.0,11644298.0,19357930,727850.0
2008,N00024879,Mark A Augusti,R,IL,IL-05,CON, ,RN, ,,4000.0,4000,0.0
2008,N00028402,John Andrew Murphy,I,PA,PA-16,CON,Y,3L, ,1100.0,1285.0,2716,331.0
