cycle,senate,won,raised_total_1M,Dem,Other,Repub,state_rank
2004,0,0,0.287313,0,0,1,47
2004,0,0,0.011384,1,0,0,32
2008,0,1,0.779774,1,0,0,30
2008,0,0,0.597616,1,0,0,32
2008,0,0,2.38256,1,0,0,50
2008,0,0,0.264709,0,0,1,34
2004,0,0,0.008531,0,0,1,15
2004,0,0,0.098494,0,0,1,50
2008,0,1,0.731908,1,0,0,35
2008,0,1,1.025168,1,0,0,28
2008,0,0,0.218864,1,0,0,15
2008,0,0,0.003219,0,0,1,24
2004,0,0,0.002621,1,0,0,28
2008,0,0,2.024053,0,0,1,13
2008,0,0,0.674957,0,0,1,38
2004,0,1,2.236019,0,0,1,38
2008,0,0,0.607369,0,0,1,9
2008,0,0,0.471775,0,0,1,19
2008,0,0,0.276975,1,0,0,14
2008,0,0,0.00637,1,0,0,25
2008,0,1,0.822215,1,0,0,32
2004,0,0,0.31102,0,0,1,30
2004,0,1,0.953319,1,0,0,27
2008,0,0,0.131547,1,0,0,13
2008,0,1,2.796672,1,0,0,42
2008,0,0,0.003599,1,0,0,35
2004,0,0,0.006417,0,0,1,23
2008,0,0,3.416473,0,0,1,45
2008,0,1,1.202292,0,0,1,10
2008,0,1,1.522809,1,0,0,32
2004,0,1,1.781499,0,0,1,27
2008,0,1,1.800376,0,0,1,32
2008,0,1,0.338283,1,0,0,10
2008,0,0,0.286972,1,0,0,9
2008,0,1,1.041224,1,0,0,35
2004,0,0,0.003055,1,0,0,4
2008,0,1,0.213691,0,0,1,19
2008,0,0,0.007769,0,0,1,10
2008,0,1,4.255699,1,0,0,4
2004,0,0,0.0005,1,0,0,26
2004,0,1,0.632594,0,0,1,15
2008,0,0,0.001406,0,1,0,27
2008,0,1,1.515818,1,0,0,23
2008,0,0,2.352963,1,0,0,39
2008,0,0,0.031785,0,0,1,25
2008,0,1,1.033058,1,0,0,23
2008,0,0,0.47477,1,0,0,42
2004,0,1,0.660483,1,0,0,38
2008,0,1,0.754015,1,0,0,10
2008,0,1,5.015287,1,0,0,23
2004,0,0,0.342164,1,0,0,35
2004,0,0,0.329246,0,0,1,13
2012,0,0,2.089923,1,0,0,27
2012,0,1,0.728562,1,0,0,24
2012,0,0,0.033542,1,0,0,30
2012,0,0,0.090589,1,0,0,26
2012,0,0,0.08162,1,0,0,34
2012,0,0,0.558407,0,0,1,32
2012,0,0,0.004354,0,1,0,32
2012,0,0,2.239265,1,0,0,3
2012,0,0,0.017116,1,0,0,45
2012,0,0,0.0,1,0,0,20
2012,0,1,0.968602,0,0,1,29
2012,0,0,0.000225,0,1,0,23
2012,0,0,0.003791,1,0,0,35
2012,0,0,0.001358,1,0,0,15
2012,0,1,3.587617,1,0,0,32
2012,0,0,2.007102,0,0,1,7
2012,0,0,0.116951,0,0,1,33
2012,0,1,3.620604,0,0,1,35
2012,0,0,0.079574,0,0,1,25
2012,0,0,0.174397,0,0,1,23
2012,0,1,1.521928,1,0,0,16
2012,0,0,0.009665,0,0,1,27
2012,0,0,0.052299,0,0,1,27
2012,0,0,2.505752,0,0,1,23
2012,0,0,0.076138,1,0,0,23
2012,0,1,1.672251,0,0,1,19
2012,0,1,0.720377,0,0,1,33
2012,0,0,0.41602,1,0,0,3
2012,0,0,0.076694,0,0,1,16
2012,0,1,0.524534,1,0,0,15
2012,0,0,0.030849,0,0,1,30
2012,0,0,0.097893,0,0,1,9
2012,0,0,0.146132,0,0,1,39
2012,0,0,0.0104,0,0,1,39
2012,0,0,0.001605,0,1,0,3
2012,0,1,1.397963,0,0,1,27
2012,0,0,0.001838,1,0,0,35
2012,0,0,0.106415,1,0,0,36
2012,0,0,0.047331,1,0,0,27
2012,0,1,1.914229,1,0,0,3
2012,0,0,0.0,0,1,0,34
2012,0,0,0.006714,0,1,0,15
2012,0,1,2.058814,1,0,0,26
2012,0,1,1.857672,1,0,0,24
2012,0,1,1.109316,1,0,0,24
2012,0,1,0.36913,0,0,1,21
2012,0,1,1.637886,1,0,0,30
2008,0,0,0.268414,1,0,0,12
2012,0,1,0.89817,1,0,0,35
2012,0,0,0.012282,0,0,1,30
2012,0,0,0.016596,0,0,1,9
2012,0,1,1.432632,0,0,1,29
2012,0,0,0.526795,0,0,1,13
2012,0,0,0.024171,0,0,1,30
2012,0,1,0.637656,0,0,1,32
2012,0,0,0.107927,1,0,0,13
2012,0,0,0.082472,0,0,1,30
2012,0,1,0.907697,1,0,0,29
2012,0,0,0.150043,1,0,0,17
2012,0,0,0.759167,1,0,0,35
2012,0,1,14.248831,0,0,1,3
2012,0,1,14.248831,0,0,1,3
2012,0,0,0.0036,1,0,0,16
2012,0,0,0.357983,1,0,0,35
2012,0,0,0.106908,0,1,0,35
2012,0,1,0.934766,1,0,0,35
2012,0,1,0.70428,1,0,0,23
2012,0,0,0.235658,1,0,0,21
2012,0,0,0.053528,1,0,0,35
2012,0,0,0.00016,0,0,1,30
2012,0,0,0.058318,1,0,0,47
2012,0,1,1.394561,0,0,1,21
2012,0,0,3.284631,0,0,1,23
2008,0,1,2.247071,1,0,0,30
2008,0,1,0.474201,0,0,1,33
2000,0,0,0.0,0,1,0,22
2008,0,0,0.551254,0,0,1,32
2008,0,0,-0.006983,0,0,1,2
2008,0,0,2.8216,1,0,0,14
2008,0,0,0.037144,1,0,0,29
2008,0,1,0.886037,0,0,1,29
2008,0,0,0.026028,0,0,1,16
2008,0,0,0.145593,0,0,1,47
2008,0,0,0.037915,0,0,1,19
2008,0,1,3.098047,1,0,0,5
2014,0,0,0.0,0,1,0,30
2008,0,0,0.379018,0,0,1,14
2010,0,0,0.795855,1,0,0,3
2010,0,0,0.375506,0,0,1,41
2010,0,0,0.100636,0,0,1,24
2010,0,1,2.002924,1,0,0,37
2010,0,1,1.586674,0,0,1,7
2010,0,0,0.054118,0,0,1,38
2010,0,0,0.19414,0,0,1,21
2010,0,1,1.274574,0,0,1,36
2010,0,1,1.077137,1,0,0,27
2010,0,0,0.789615,1,0,0,31
2010,0,1,1.153641,1,0,0,28
2010,0,1,0.950441,0,0,1,13
2010,0,0,3.403235,1,0,0,8
2010,0,1,0.906571,0,0,1,21
2010,0,1,0.72499,1,0,0,35
2010,0,1,1.090061,0,0,1,30
2010,0,1,0.631308,1,0,0,29
2010,0,0,2.105065,0,0,1,14
2010,0,0,5.54285,1,0,0,13
2010,0,1,2.674638,1,0,0,16
2010,0,1,2.80534,1,0,0,23
2010,0,1,1.393915,1,0,0,26
2010,0,1,0.972151,1,0,0,34
2010,0,1,1.021353,0,0,1,30
2010,0,1,2.355634,1,0,0,2
2010,0,1,1.697318,1,0,0,22
2010,0,1,3.025879,0,0,1,27
2010,0,1,0.27876,0,0,1,15
2010,0,1,0.68018,1,0,0,29
2010,0,1,1.867278,1,0,0,35
2010,0,1,0.962748,0,0,1,12
2010,0,1,2.488608,1,0,0,23
2010,0,1,0.545483,1,0,0,15
2010,0,1,0.727124,0,0,1,35
2010,0,1,0.526095,1,0,0,15
2010,0,0,3.075891,1,0,0,15
2010,0,0,0.057169,1,0,0,27
2010,0,0,0.206772,1,0,0,39
2010,0,0,2.258443,0,0,1,21
2010,0,0,1.007921,1,0,0,48
2010,0,0,0.418922,1,0,0,19
2010,0,1,0.933992,0,0,1,39
2010,0,1,1.82998,0,0,1,46
2010,0,0,0.092483,0,0,1,45
2010,0,0,0.101566,0,0,1,17
2010,0,0,0.007797,0,1,0,13
2010,0,0,0.034584,0,0,1,17
2010,0,0,1.179196,0,0,1,38
2010,0,0,0.056115,0,0,1,21
2010,0,0,1.31347,1,0,0,29
2010,0,0,1.8768,0,0,1,9
2010,0,0,0.352544,0,0,1,35
2010,0,0,0.004339,0,0,1,15
2010,0,0,0.735993,0,0,1,47
2010,0,0,0.066032,1,0,0,15
2010,0,0,0.384994,0,0,1,13
2010,0,0,0.262928,0,0,1,21
2010,0,0,0.101439,0,0,1,32
2010,0,0,0.089295,1,0,0,37
2010,0,0,0.014467,0,0,1,19
2010,0,0,0.034275,0,0,1,5
2010,0,0,0.099548,1,0,0,13
2010,0,0,0.022341,0,0,1,27
2010,0,0,0.075159,0,0,1,23
2010,0,0,0.018443,1,0,0,17
2012,0,0,0.053503,0,0,1,30
2012,0,0,0.072037,1,0,0,36
2012,0,0,0.007892,0,0,1,19
2012,0,0,0.377771,1,0,0,36
2012,0,0,0.320611,1,0,0,44
2012,0,1,0.332717,0,0,1,30
2012,0,0,0.067853,0,0,1,3
2012,0,0,0.014446,1,0,0,29
2012,0,0,0.0095,0,1,0,5
2012,0,0,0.160379,0,0,1,28
2012,0,0,0.0655,1,0,0,25
2012,0,0,0.47491,1,0,0,32
2012,0,0,0.320783,0,0,1,21
2012,0,0,0.155449,0,0,1,38
2012,0,0,0.250666,0,0,1,28
2012,0,0,0.074969,0,0,1,4
2000,0,0,0.0,0,1,0,35
2012,0,0,0.176173,1,0,0,23
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,35
2012,0,0,0.01656,0,0,1,10
2012,0,0,0.085994,1,0,0,30
2012,0,0,0.321202,0,0,1,3
2012,0,0,0.158091,0,0,1,23
2012,0,0,0.078269,0,0,1,19
2012,0,1,2.47389,0,0,1,23
2012,0,1,0.214742,1,0,0,23
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2012,0,1,2.619747,0,0,1,19
2000,0,0,0.0,0,1,0,35
2012,0,0,0.565427,0,0,1,2
2012,0,1,0.782866,0,0,1,39
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,44
2012,0,1,1.258837,1,0,0,35
2012,0,1,1.353825,0,0,1,13
2000,0,0,0.0,0,1,0,44
2012,0,0,1.163654,1,0,0,19
2012,0,1,0.541967,1,0,0,19
2000,0,0,0.0,1,0,0,13
2012,0,1,2.401346,0,0,1,19
2012,0,1,2.629381,1,0,0,35
2012,0,1,0.874065,0,0,1,30
2012,0,0,2.559152,1,0,0,11
2012,0,1,0.605835,1,0,0,30
2012,0,1,1.243269,0,0,1,40
2012,0,1,2.997814,1,0,0,35
2012,0,1,1.911434,0,0,1,17
2012,0,1,1.563522,0,0,1,11
2012,0,1,1.255229,0,0,1,19
2012,0,0,0.265332,1,0,0,6
2012,0,0,2.364919,1,0,0,9
2012,0,1,0.943907,0,0,1,10
2012,0,0,0.262589,0,0,1,45
2012,0,0,0.657917,1,0,0,25
2012,0,0,0.251619,0,0,1,35
2012,0,0,0.069948,0,0,1,35
2012,0,0,1.073178,0,0,1,12
2012,0,0,2.096854,1,0,0,5
2012,0,1,0.734283,0,0,1,38
2012,0,0,0.197985,1,0,0,25
2012,0,0,1.733701,0,0,1,45
2012,0,1,1.861147,1,0,0,35
2012,0,1,2.617742,1,0,0,5
2012,0,0,0.087933,0,0,1,35
2000,0,0,0.0,0,1,0,35
2012,0,1,1.465516,1,0,0,35
2012,0,1,2.273593,0,0,1,9
2000,0,0,0.0,0,1,0,35
2012,0,1,1.272654,1,0,0,2
2012,0,0,0.381008,0,0,1,21
2012,0,0,0.321056,0,0,1,23
2012,0,0,0.063261,1,0,0,34
2000,0,0,0.0,0,1,0,35
2012,0,0,0.162615,1,0,0,10
2000,0,0,0.0,1,0,0,35
2012,0,0,0.019576,0,0,1,30
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2014,0,1,1.466506,1,0,0,37
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,35
2014,0,1,0.879321,0,0,1,36
2014,0,0,1.815887,0,0,1,21
2014,0,1,0.608209,1,0,0,35
2014,0,1,3.108152,0,0,1,35
2014,0,1,2.624301,0,0,1,35
2014,0,1,0.947958,0,0,1,38
2014,0,0,0.0126,0,0,1,41
2014,0,1,1.090025,0,0,1,34
2014,0,0,0.090491,0,0,1,23
2000,0,0,0.0,0,0,1,51
2014,0,0,0.506663,0,0,1,23
2000,0,0,0.0,0,1,0,41
2014,0,0,0.040242,1,0,0,35
2014,0,0,0.083676,1,0,0,40
2014,0,1,2.25216,0,0,1,29
2014,0,0,0.005885,0,0,1,45
2014,0,0,0.823801,1,0,0,3
2000,0,0,0.002506,0,0,1,31
2014,0,1,1.297346,0,0,1,16
2014,0,1,2.232317,0,0,1,16
2014,0,1,0.752241,0,0,1,44
2014,0,1,1.360138,0,0,1,13
2000,0,0,0.0,0,0,1,40
2014,0,0,0.195158,0,0,1,37
2014,0,0,1.269192,1,0,0,36
2000,0,0,0.0,0,0,1,15
2014,0,0,0.319346,0,0,1,21
2014,0,1,1.196643,1,0,0,35
2014,0,1,1.102436,1,0,0,35
2014,0,1,0.732807,1,0,0,35
2000,0,0,0.0,0,0,1,15
2014,0,0,0.993503,1,0,0,35
2014,0,0,0.33542,0,0,1,35
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,34
2000,0,0,0.0,0,0,1,34
2014,0,0,0.036469,1,0,0,35
2014,0,0,0.842314,1,0,0,9
2000,0,0,0.0,1,0,0,34
2014,0,0,0.171074,0,0,1,38
2014,0,0,0.217338,1,0,0,15
2014,0,0,2.042648,1,0,0,15
2014,0,0,1.114249,0,0,1,14
2014,0,0,0.175323,1,0,0,45
2014,0,0,1.20319,0,0,1,28
2014,0,0,0.005333,0,0,1,45
2014,0,0,0.068569,1,0,0,27
2014,0,1,1.767131,0,0,1,11
2014,0,0,2.252292,1,0,0,23
2014,0,0,0.110538,0,0,1,23
2014,0,1,0.433906,0,0,1,5
2014,0,1,0.636002,0,0,1,16
2014,0,0,1.151356,1,0,0,16
2014,0,0,0.059056,1,0,0,10
2014,0,0,0.130494,1,0,0,19
2014,0,0,0.007802,0,0,1,26
2014,0,0,0.146674,1,0,0,19
2014,0,0,0.477799,0,0,1,39
2014,0,1,1.53911,0,0,1,30
2014,0,1,0.432636,1,0,0,30
2014,0,0,0.930431,1,0,0,44
2014,0,1,2.688434,0,0,1,25
2014,0,1,1.255515,0,0,1,25
2014,0,0,0.00526,0,1,0,33
2014,0,0,0.019073,0,0,1,22
2014,0,1,0.625401,1,0,0,28
2014,0,1,1.11214,0,0,1,16
2014,0,1,1.004292,0,0,1,48
2014,0,1,0.775627,0,0,1,17
2014,0,1,0.646896,1,0,0,38
2014,0,1,0.335656,1,0,0,35
2014,0,1,3.145235,0,0,1,3
2014,0,1,0.411782,0,0,1,33
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,44
2000,0,0,0.0,0,1,0,13
2000,0,0,0.0,0,0,1,25
2000,0,0,0.0,0,1,0,48
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,1,0,0,4
2000,0,0,0.0,0,1,0,5
2000,0,0,0.0,0,1,0,23
2000,0,0,0.0,0,0,1,23
2000,0,0,0.0,1,0,0,23
2000,0,0,0.0,0,1,0,23
2000,0,0,0.0,1,0,0,23
2000,0,0,0.0,0,1,0,26
2000,0,0,0.0,1,0,0,19
2000,0,0,0.0,0,1,0,19
2000,0,0,0.0,0,1,0,39
2000,0,0,0.0,0,1,0,39
2000,0,0,0.0,0,1,0,39
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,0,1,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2006,0,0,0.030442,0,0,1,48
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,0,1,10
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,30
2000,0,0,0.0,1,0,0,30
2000,0,0,0.0,1,0,0,18
2000,0,0,0.0,0,0,1,21
2000,0,0,0.0,0,0,1,15
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,14
2000,0,0,0.007583,0,0,1,29
2000,0,0,0.0,0,1,0,27
2000,0,0,0.0,0,1,0,29
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,1,0,0,30
2000,0,0,0.0,0,1,0,13
2000,0,0,0.0,1,0,0,49
2000,0,0,0.0,0,0,1,33
2000,0,0,0.0,0,1,0,3
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,0,1,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,45
2000,0,0,0.0,0,0,1,16
2000,0,0,0.0,0,1,0,5
2000,0,0,0.0,1,0,0,10
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,22
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,34
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,1,0,27
2000,0,0,0.0,0,0,1,29
2000,0,0,0.0013,1,0,0,33
2000,0,0,0.0,0,1,0,47
2000,0,0,0.0,0,1,0,18
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,1,0,0,11
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,0,1,0,51
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,9
2000,0,0,0.0,0,1,0,2
2000,0,0,0.0,0,1,0,2
2000,0,0,0.0,1,0,0,19
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,0,1,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,30
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,1,0,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,1,0,0,10
2000,0,0,0.0,0,0,1,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,0,1,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,1,0,0,10
2000,0,0,0.0,1,0,0,10
2000,0,0,0.0,0,1,0,10
2000,0,0,0.0,0,1,0,21
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,1,0,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.0,1,0,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,23
2000,0,1,0.996846,1,0,0,42
2000,0,0,0.0,0,1,0,35
2000,0,0,0.024822,0,0,1,19
2000,0,1,3.498614,0,0,1,11
2000,0,1,0.481885,0,0,1,35
2000,0,0,0.180516,0,0,1,19
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,17
2000,0,0,0.0,0,1,0,17
2000,0,0,0.0,0,1,0,11
2000,0,0,0.0,0,1,0,11
2000,0,0,0.0,0,1,0,11
2000,0,0,0.0,0,1,0,11
2000,0,0,0.0,0,1,0,27
2000,0,0,0.0,0,1,0,29
2000,0,0,0.0,0,1,0,29
2000,0,0,0.0,1,0,0,35
2000,0,0,0.003,1,0,0,28
2000,0,0,0.0,1,0,0,35
2000,0,0,0.0,0,0,1,35
2000,0,0,0.098805,1,0,0,12
2000,0,0,0.000772,0,1,0,49
2000,0,1,1.510586,0,0,1,23
2000,0,0,0.00427,1,0,0,27
2000,0,0,0.000682,0,1,0,35
2000,0,0,0.009054,1,0,0,38
2000,0,0,0.087255,1,0,0,16
2000,0,0,0.319589,0,0,1,13
2000,0,1,1.419502,0,0,1,47
2000,0,1,1.791783,0,0,1,38
2000,0,0,0.219603,1,0,0,47
2000,0,1,1.086711,1,0,0,24
2000,0,1,0.869441,0,0,1,10
2000,0,0,0.403782,1,0,0,30
2000,0,1,1.344111,1,0,0,47
2000,0,0,0.0,0,0,1,35
2000,0,1,0.952211,0,0,1,15
2000,0,1,0.612873,1,0,0,19
2000,0,0,0.25217,0,0,1,44
2000,0,1,2.456408,0,0,1,13
2000,0,0,0.021445,0,0,1,15
2000,0,0,0.329277,1,0,0,10
2000,0,0,0.596467,1,0,0,43
2000,0,0,0.0013,1,0,0,9
2000,0,0,0.0,1,0,0,38
2000,0,0,0.28358,0,0,1,35
2000,0,0,0.804866,1,0,0,39
2000,0,1,0.924035,0,0,1,35
2000,0,0,0.0,1,0,0,31
2000,0,0,0.0,0,1,0,45
2000,0,0,0.0,1,0,0,45
2000,0,0,0.0,0,1,0,45
2000,0,0,0.051649,0,0,1,43
2000,0,0,0.0,0,1,0,45
2000,0,0,0.0,0,1,0,45
2000,0,0,0.0,1,0,0,45
2000,0,1,0.235527,1,0,0,35
2000,0,0,0.0,0,0,1,45
2000,0,0,0.0,0,1,0,45
2000,0,1,0.229703,1,0,0,19
2000,0,0,5e-05,0,1,0,32
2000,0,0,0.0,0,1,0,10
2000,0,0,3.749536,1,0,0,32
2000,0,0,1.702943,1,0,0,38
2000,0,1,0.589392,1,0,0,15
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,0,1,0,35
2000,0,1,0.585888,0,0,1,32
2000,0,0,0.0,1,0,0,19
2000,0,0,0.0,0,1,0,45
2000,0,0,0.0,0,1,0,27
2000,0,1,2.773557,0,0,1,38
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,17
2000,0,0,0.0,0,1,0,37
2000,0,0,0.0,0,1,0,29
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,16
2000,0,0,0.0,0,1,0,26
2000,0,0,0.0,0,1,0,37
2000,0,0,0.0,0,1,0,37
2000,0,0,0.0,0,1,0,21
2000,0,0,0.0,0,1,0,2
2000,0,0,0.0,0,1,0,2
2000,0,0,0.0,0,1,0,51
2000,0,0,0.0,0,1,0,41
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,12
2000,0,0,0.0,0,1,0,12
2002,0,1,0.26159,1,0,0,31
2000,0,0,0.756722,1,0,0,29
2000,0,0,0.46818,0,0,1,45
2000,0,1,1.823188,1,0,0,37
2000,0,0,0.653561,1,0,0,10
2000,0,0,0.119099,1,0,0,1
2000,0,1,1.388637,0,0,1,14
2000,0,0,0.906754,1,0,0,35
2000,0,0,0.01599,1,0,0,45
2000,0,0,0.107777,1,0,0,35
2000,0,0,1.066055,1,0,0,16
2000,0,0,0.070075,0,0,1,15
2000,0,0,0.0,0,1,0,38
2000,0,0,0.0,0,1,0,38
2000,0,0,0.0,0,0,1,32
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,34
2000,0,0,0.0,1,0,0,45
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,34
2002,0,1,0.780452,1,0,0,25
2002,0,1,0.651076,0,0,1,23
2000,0,0,0.0,0,0,1,29
2000,0,0,0.0,0,1,0,48
2002,0,1,0.74144,0,0,1,10
2000,0,0,0.0,0,1,0,48
2000,0,0,0.0,1,0,0,26
2002,0,1,0.951573,1,0,0,35
2002,0,1,0.691805,0,0,1,30
2002,0,0,2.112667,1,0,0,32
2000,0,0,0.0,0,1,0,13
2002,0,1,0.439979,1,0,0,24
2002,0,0,0.944161,1,0,0,38
2002,0,1,0.416386,0,0,1,19
2002,0,0,1.187469,0,0,1,38
2002,0,1,0.758314,1,0,0,16
2000,0,0,0.0,1,0,0,34
2002,0,1,1.055297,1,0,0,30
2002,0,1,1.956073,1,0,0,16
2002,0,1,1.614812,1,0,0,30
2002,0,1,2.923648,0,0,1,22
2002,0,1,0.903919,1,0,0,34
2002,0,0,0.050978,1,0,0,37
2002,0,0,0.0375,0,0,1,3
2002,0,1,0.471285,1,0,0,35
2002,0,0,0.096162,1,0,0,35
2000,0,0,0.0,0,1,0,9
2002,0,1,0.957658,0,0,1,19
2000,0,0,0.0,0,0,1,23
2002,0,1,1.218795,0,0,1,32
2000,0,0,0.0,1,0,0,26
2002,0,0,1.257274,0,0,1,35
2002,0,0,1.068723,1,0,0,24
2002,0,1,1.063115,0,0,1,40
2002,0,1,2.657998,1,0,0,15
2000,0,0,0.0,0,1,0,47
2000,0,0,0.0,0,1,0,44
2000,0,0,0.0,0,0,1,12
2002,0,0,0.041396,1,0,0,30
2002,0,0,0.003403,0,0,1,35
2002,0,0,0.001097,0,1,0,10
2002,0,1,0.680907,1,0,0,45
2002,0,0,0.015415,1,0,0,27
2000,0,0,0.0,1,0,0,12
2002,0,0,0.033942,0,0,1,32
2002,0,0,0.139154,0,0,1,7
2002,0,0,0.038336,1,0,0,21
2002,0,0,0.008489,1,0,0,30
2000,0,0,0.0,0,0,1,40
2000,0,0,0.0,0,1,0,40
2000,0,0,0.0,0,1,0,34
2002,0,1,1.037685,0,0,1,21
2002,0,0,0.207234,1,0,0,13
2000,0,0,0.00595,1,0,0,1
2000,0,0,0.0,0,1,0,44
2000,0,0,0.0,0,1,0,44
2000,0,0,0.0,0,1,0,40
2000,0,0,0.0,1,0,0,1
2000,0,0,0.0,0,1,0,47
2000,0,0,0.0,0,1,0,47
2000,0,0,0.0,0,1,0,47
2002,0,0,0.190831,0,0,1,23
2004,0,0,0.061389,1,0,0,32
2000,0,0,0.0,1,0,0,47
2000,0,0,0.0,0,1,0,47
2004,0,0,1.197811,0,0,1,32
2004,0,0,0.024142,1,0,0,34
2002,0,0,0.021685,1,0,0,15
2000,0,0,0.0,0,1,0,35
