,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
4755,2000,N00001990,Barry Steve Asbury (R),R,MDS2, , ,RN,,,0,
4756,2000,N00004450,Dave Durenberger (R),R,MNS2, , ,RN,,,0,0.0
4757,2000,N00002000,Bradlyn McClanahan (R),R,MDS2, , ,RN,,,0,
4758,2000,N00001831,John Stafford (R),R,MDS1, ,Y,RL,,,0,
4759,2000,N00009935,Robert Daniel De Vere (D),D,MNS2, ,Y,DN,,,0,
4760,2000,N00005100,James F Newport (3),3,MOS1, , ,3N,,,0,0.0
4761,2000,N00005092,Andrew Joseph Ostrowski (D),D,MOS1, , ,DN,,,0,
4762,2000,N00005196,Bob Buck (D),D,MOS1, , ,DN,,,0,
4763,2000,N00005079,John R Alsup (R),R,MOS1, , ,RN,,,0,
4764,2000,N00005058,Joseph (Joe) France (R),R,MOS1, , ,RN,,,0,
4765,2000,N00005159,Martin Lindstedt (3),3,MOS2, ,Y,3L,,,0,
4766,2000,N00005211,Curt Frazier (3),3,MOS1, , ,3N,,,0,
4767,2000,N00002259,David Grier Martin Jr (D),D,NCS2, , ,DN,,,0,0.0
4768,2000,N00002386,Steve Franks (R),R,NCS2, , ,RN,,,0,0.0
4769,2000,N00002338,Ella Olivia Butler Scarborough (D),D,NCS2, , ,DN,,,0,
4770,2000,N00002344,James Everette Carmack (D),D,NCS2, , ,DN,,,0,
4771,2000,N00004604,Donna Nalewaja (R),R,NDS1, , ,RN,,,0,0.0
4772,2000,N00001756,Jim Exon (D),D,NES2, , ,DN,,,0,0.0
4773,2000,N00002271,Barbara Howe (L),L,NCS2, , ,3N,,,0,
4774,2000,N00004624,Larry D Solar (R),R,NDS1, , ,RN,,,0,
4775,2000,N00004602,Harley McLain (3),3,NDS1, , ,3N,,,0,
4776,2000,N00005300,Hal Daub (R),R,NES2, , ,RN,,,0,
4777,2000,N00000400,George Condodemetraky (D),D,NHS1, , ,DN,,,0,
4778,2000,N00009939,Phil Weber (R),R,NHS1, , ,RN,,,0,
4779,2014,N00035287,Joe Carr (R),R,TNS2, , ,RC,396964.0,343818.0,1112546,371764.0
4780,2000,N00009943,Charles H Ryan (D),D,NJS1, ,Y,DN,,,0,
4781,2000,N00009944,Joseph Arthur Dewitt (R),R,NJS1, ,Y,RN,,,0,
4782,2000,N00006632,Bruce James (R),R,NVS2, , ,RN,,,0,
4783,2000,N00006648,Ralph Wesley Stephens (R),R,NVS2, , ,RN,,,0,
4784,2000,N00006599,Michael Cloud (L),L,NVS2, , ,3N,,,0,
4785,2000,N00006595,Michael E Williams (3),3,NVS2, , ,3N,,,0,
4786,2000,N00001208,William P McMillen (L),L,NYS2, , ,3N,,,0,
4787,2000,N00000917,Thomas Thomassian (I),U,NYS2, , ,3N,,,0,
4788,2000,N00001175,Thomas A Droleskey (3),3,NYS2, , ,3N,,,220,220.0
4789,2000,N00001139,Eric Ruano Melendez (D),D,NYS2, , ,DN,,,0,
4790,2000,N00001224,Joel Kovel (3),U,NYS2, , ,3N,,,0,
4791,2000,N00001040,Corinne E Kurtz (3),3,NYS2, , ,3N,,,0,
4792,2000,N00001095,Rose Ana Berbeo (3),3,NYS2, , ,3N,,,0,
4793,2000,N00009947,Clark J Gebman (U),U,NYS1, ,Y,UO,,,0,
4794,2000,N00005624,David L Boren (D),D,OKS2, , ,DN,,,0,0.0
4795,2000,N00003704,David McCollough (R),R,OHS2, , ,RN,,,0,
4796,2000,N00005612,Don E Carroll (D),D,OKS1, , ,DN,,,0,
4797,2000,N00005522,Jerry Kobyluk (D),D,OKS1, , ,DN,,,0,
4798,2000,N00005529,Jacquelyn Morrow L Ledgerwood (D),D,OKS1, , ,DN,,,0,
4799,2000,N00005575,Arlie Nixon (D),D,OKS1, , ,DN,,,0,
4800,2000,N00007689,John Lim (R),R,ORS2, , ,RN,,,0,0.0
4801,2000,N00005576,Mike Morris (I),I,OKS1, , ,3N,,,0,0.0
4802,2000,N00007763,Mark O Hatfield (R),R,ORS1, , ,RN,,,0,
4803,2000,N00007785,Jim Brewster (L),L,ORS2, , ,3N,,,0,
4804,2000,N00007704,Michael A Campbell (3),3,ORS2, , ,3N,,,0,
4805,2000,N00007685,Karyn Moskowitz (3),3,ORS2, , ,3N,,,0,
4806,2000,N00007773,Dean M Braa (3),3,ORS2, , ,3N,,,0,
4807,2000,N00007717,Richard S Pope (I),I,ORS2, , ,3N,,,0,
4808,2000,N00001445,Linda Colvin Rhodes (D),D,PAS1, , ,DN,,,0,
4809,2000,N00001485,Richard J Orloski (D),D,PAS1, , ,DN,,,0,
4810,2000,N00001484,Richard J Cusick (D),D,PAS1, , ,DN,,,0,
4811,2000,N00001577,Larry G Murphy (R),R,PAS1, , ,RN,,,0,
4812,2000,N00001460,Dean L Snyder (3),3,PAS1, , ,3N,,,0,
4813,2000,N00001481,Jack Iannantuono (L),L,PAS1, , ,3N,,,0,
4814,2000,N00002415,Strom Thurmond (R),R,SCS2, , ,RI,,,0,0.0
4815,2000,N00002413,Elton Legrand (R),R,SCS1, , ,RN,,,0,
4816,2014,N00031172,Martha Coakley (D),D,MAS1, , ,DN,-5000.0,10382.0,5382,0.0
4817,2014,N00013856,Jack Conway (D),D,KYS2, , ,DN,1625.0,-376.0,1249,0.0
4818,2000,N00004593,John M Sanders (R),R,SDS1, , ,RN,,,0,
4819,2000,N00004591,Brown Dale (L),L,SDS1, , ,3N,,,0,
4820,2014,N00036755,Amanda Curtis (D),D,MTS2,Y,Y,DL,108646.0,338950.0,892628,445032.0
4821,2000,N00006310,Lamont Harris (3),3,UTS2, , ,3N,,,0,
4822,2000,N00006382,David E Workman (3),3,UTS2, , ,3N,,,0,
4823,2014,N00035804,Jim Jenkins (I),I,NES2,Y,Y,3L,250.0,255850.0,265688,9588.0
4824,2014,N00035544,Ben Sasse (R),R,NES2,Y,Y,RW,2741591.0,4159049.0,8199620,1298980.0
4825,2000,N00000513,Fred H Tuttle (R),R,VTS2, , ,RN,,,0,
4826,2000,N00000520,Hugh Douglas (L),L,VTS1,Y,Y,3L,,,0,
4827,2000,N00000531,Barry M Nelson (I),I,VTS2, , ,3N,,,0,
4828,2014,N00035320,Jay Stamper (D),D,SCS2, ,Y,DL,40.0,48792.0,55644,6812.0
4829,2014,N00036053,Dave Domina (D),D,NES2,Y,Y,DL,42970.0,418940.0,644327,182417.0
4830,2000,N00007903,David Wallace Morgan (R),R,WAS2, , ,RN,,,0,
4831,2000,N00007857,Nan Bailey (3),3,WAS2, , ,3N,,,0,
4832,2000,N00007902,Charlie Richard Jackson (3),3,WAS2, , ,3N,,,0,
4833,2000,N00007929,Thor Amundson (D),D,WAS2, , ,DN,,,0,
4834,2000,N00007916,Robert Tilden Medley (D),D,WAS1, ,Y,DL,,,0,
4835,2014,N00036064,Ed Gillespie (R),R,VAS2,Y,Y,RL,1087025.0,5002328.0,6782912,693559.0
4836,2014,N00009920,Richard C. Shelby (R),R,ALS2, , ,RI,342903.0,31250.0,374153,0.0
4837,2000,N00000119,Harvey Vernier (D),D,WAS2, , ,DN,,,0,
4838,2000,N00007935,John Marshall (R),R,WAS2, , ,RN,,,0,
4839,2000,N00007971,Steve Thompson (3),3,WAS2, , ,3N,,,0,
4840,2000,N00004404,William N Raven (R),R,WIS2, , ,RN,,,0,0.0
4841,2014,N00005395,Mary L. Landrieu (D),D,LAS1,Y,Y,DL,3608955.0,7510327.0,12864010,1744728.0
4842,2000,N00004334,Alberta Darling (R),R,WIS2, , ,RN,,,0,
4843,2000,N00004360,Tom Ender (3),L,WIS2, , ,3N,,,0,
4844,2000,N00004287,Robert R Raymond (3),3,WIS1,Y,Y,3L,,,0,
4845,2000,N00006232,Alan K Simpson (R),R,WYS2, , ,RN,,,0,
4846,2014,N00009922,Harry Reid (D),D,NVS2, , ,DI,979572.0,1823295.0,3029001,226134.0
4847,2000,N00005963,Michael Idrogo (3),3,TXS2, , ,3C,,,0,
4848,2014,N00000362,Jack Reed (D),D,RIS2,Y,Y,DW,1561472.0,1857339.0,3528287,109476.0
4849,2014,N00006249,Mike Enzi (R),R,WYS2,Y,Y,RW,1919213.0,1228744.0,3198433,50476.0
4850,2014,N00029617,Kay R. Hagan (D),D,NCS1,Y,Y,DL,5480904.0,10953528.0,21064974,4630542.0
4851,2014,N00029444,Mike Johanns (R),R,NES2, , ,RI,-1500.0,-9604.0,-11104,0.0
4852,2014,N00004565,Larry Pressler (I),I,SDS2,Y,Y,3L,12600.0,49767.0,87250,24883.0
4853,2000,N00000775,Richard J Pezzullo (3),3,NJS1, , ,3O,,,0,
4854,2000,N00006535,Orlin G Cole (R),R,NMS1, , ,RN,,,0,
4855,1996,N00007145,Richard B Boddie (L),L,CAS2, , ,3N,,,0,
4856,1990,N00004493,Thomas K Berg (D),D,MNS1, , ,DL,7250.0,72235.0,198253,118768.0
4857,1990,N00000442,Thomas K Christo (R),R,NHS2, ,Y,RL,312.0,183783.0,436923,252828.0
4858,1990,N00004574,Theodore R Muenster (D),D,SDS2,Y,Y,DL,617063.0,461964.0,1891440,812413.0
4859,1990,N00001757,Wyche Fowler Jr (D),D,GAS2, , ,DI,227144.0,342056.0,956501,387301.0
4860,1990,N00006284,James A McClure (R),R,IDS1, , ,RI,210180.0,27224.0,283417,46013.0
4861,1996,N00005308,Edward Zorinsky (D),D,NES1, , ,DN,,,0,
4862,1990,N00004636,John Melcher (D),D,MTS1, , ,DN,8467.0,4000.0,18292,5825.0
4863,1990,N00003380,Harvey I Sloane (D),D,KYS1,Y,Y,DL,828124.0,870999.0,2743336,1044213.0
4864,1990,N00003366,Wayne Dowdy (D),D,MSS2, , ,DN,1074.0,1000.0,4720,2646.0
4865,1990,N00001604,Arlen Specter (R),R,PAS1, , ,RI,474303.0,2042034.0,2516337,
4866,1990,N00012451,William Barton Gray (D),D,VTS1, , ,DN,4000.0,50109.0,55769,1660.0
4867,1990,N00006332,Brian H Moss (D),D,UTS1, , ,DN,500.0,2700.0,7797,4597.0
4868,2000,N00003212,Robert O Watson (I),I,TNS1, , ,3C,,,0,
4869,2000,N00001270,Thomas E Loughlin Jr (3),3,NYS1, ,Y,3L,,,0,
4870,2000,N00012514,Olin Ray Tucker (D),D,TXS2, ,Y,DC,,,0,
4871,2000,N00012515,James Anthony McNamara (D),D,UTS1, ,Y,DN,,,0,
4872,1992,N00007703,Les AuCoin (D),D,ORS2, , ,DL,1467351.0,948234.0,3856498,1440913.0
4873,1992,N00004207,Tom Harkin (D),D,IAS2, , ,DI,561896.0,1605822.0,2283490,115772.0
4874,1992,N00005709,Phil Gramm (R),R,TXS1, , ,RI,97160.0,1866917.0,1964077,
4875,1992,N00001758,Chuck Grassley (R),R,IAS1,Y,Y,RW,1312856.0,572506.0,3211624,1326262.0
4876,1992,N00007997,Ted Stevens (R),R,AKS1, , ,RI,4176.0,5200.0,15145,5769.0
4877,1992,N00007377,Tom Campbell (R),R,CAS1, , ,RL,581686.0,3036685.0,7430370,3811999.0
4878,1992,N00001753,Alan Cranston (D),D,CAS1, , ,DI,-20519.0,-246654.0,-267173,0.0
4879,1992,N00006114,Timothy E Wirth (D),D,COS1, , ,DI,483453.0,585750.0,2331853,1262650.0
4880,1992,N00005404,J Bennett Johnston (D),D,LAS1, , ,DI,41790.0,4200.0,52769,6779.0
4881,1992,N00005385,John Breaux (D),D,LAS2,Y,Y,DW,1361820.0,910410.0,3269114,996884.0
4882,1992,N00001386,John Heinz (R),R,PAS2, , ,RN,4000.0,29450.0,33450,0.0
4883,1992,N00000324,John H Chafee (R),R,RIS1, , ,RI,51024.0,77550.0,211874,83300.0
4884,1992,N00006003,Lloyd Bentsen (D),D,TXS2, , ,DI,2514.0,771575.0,1628363,854274.0
4885,1992,N00002057,Charles S Robb (D),D,VAS1, , ,DI,10324.0,19363.0,34119,4432.0
4886,1992,N00002426,Thomas F Hartnett (R),R,SCS1,Y,Y,RL,513073.0,395204.0,1554174,645897.0
4887,2000,N00001803,Jim Moody (D),D,WIS2, , ,DN,,,0,0.0
4888,1992,N00006293,Milt Erhart (R),R,IDS2, , ,RL,10233.0,40529.0,62394,11632.0
4889,2016,N00036428,Kevin Crow (R),R,OKS1, , ,RN,,,0,0.0
4890,2008,N00029044,Jon Bruning (R),R,NES2, ,Y,RN,9150.0,886703.0,968636,72783.0
4891,2000,N00004897,Michael Patrick Flanagan (R),R,ILS2, , ,RN,,,0,0.0
4892,1994,N00000463,Thomas H Andrews (D),D,MES1, , ,DL,409388.0,891365.0,2585106,1284353.0
4893,2000,N00003728,Frank A Cremeans (R),R,OHS1, , ,RL,,,0,0.0
4894,2000,N00006112,Michael Donovan Murray (R),R,SDS2, , ,RN,,,0,
4895,1994,N00004994,Paul Simon (D),D,ILS1, , ,DI,151232.0,243887.0,877739,482620.0
4896,1994,N00007136,William E Dannemeyer (R),R,CAS2, ,Y,RL,1275.0,85285.0,554668,468108.0
4897,1994,N00007206,John F Seymour (R),R,CAS2, , ,RN,-4724.0,-32350.0,-32339,4735.0
4898,1994,N00006335,Patrick A Shea (D),D,UTS1,Y,Y,DL,184271.0,94110.0,432941,154560.0
4899,1994,N00002056,James Clifford Miller III (R),R,VAS1, ,Y,RL,44025.0,611481.0,655506,
4900,1994,N00004207,Tom Harkin (D),D,IAS2, , ,DI,294944.0,619614.0,1662150,747592.0
4901,1994,N00004041,John Francis Kelly (D),D,MIS2, ,Y,DL,4193.0,25497.0,71713,42023.0
4902,1994,N00010143,Richard Chung Siug Ho (R),R,HIS2, ,Y,RL,172.0,6500.0,6742,70.0
4903,1994,N00004583,Tom Daschle (D),D,SDS1, , ,DI,56809.0,181943.0,238752,
4904,1994,N00004519,Rudy Boschwitz (R),R,MNS1, , ,RN,-3000.0,13250.0,10250,
4905,1994,N00000036,Russ Feingold (D),D,WIS2, , ,DI,33569.0,125826.0,159395,
4906,1994,N00001525,Diane Blough (U),U,PAS2,Y,Y,UL,500.0,3400.0,9881,5981.0
4907,1994,N00003276,Hiram Eastland (D),D,MSS2, ,Y,DL,500.0,24250.0,49157,24407.0
4908,2000,N00013739,Jean Carnahan (D),D,MOS2,Y,Y,DW,,,0,
4909,2000,N00005121,Grant Samuel Stauffer (L),L,MOS2, , ,3C,,,0,
4910,2000,N00003338,Shawn O'Hara (3),3,MSS2, , ,3C,,,0,
4911,1996,N00005285,Pat Roberts (R),R,KSS1,Y,Y,RW,1382786.0,760595.0,3132038,988657.0
4912,2000,N00001895,George English (D),D,MDS1, , ,DL,,,0,
4913,1996,N00006403,Sam Coppersmith (D),D,AZS2, , ,DN,5864.0,750.0,7514,900.0
4914,1996,N00001764,Richard G Lugar (R),R,INS1, , ,RI,237247.0,3575412.0,4103074,290415.0
4915,1996,N00004443,Paul Wellstone (D),D,MNS1,Y,Y,DW,993588.0,1397139.0,2390727,
4916,1996,N00000332,Thomas R Post Jr (R),R,RIS2, ,Y,RL,100.0,6850.0,30279,23329.0
4917,1996,N00003072,Glen Browder (D),D,ALS1, ,Y,DL,134388.0,355509.0,963833,473936.0
4918,1996,N00003132,Jim Cooper (D),D,TNS2, , ,DL,-2900.0,72950.0,114365,44315.0
4919,1996,N00001871,John Glenn (D),D,OHS2, , ,DI,8750.0,162971.0,172536,815.0
4920,1996,N00001685,Jay Rockefeller (D),D,WVS2,Y,Y,DW,1011210.0,1724825.0,2736035,
4921,1996,N00009036,Jack R Roberts (R),R,ORS2, , ,RL,5000.0,79241.0,168350,84109.0
4922,1996,N00004309,Herb Kohl (D),D,WIS1, , ,DW,-550.0,51250.0,52330,1630.0
4923,1996,N00000491,Susan Collins (R),R,MES2,Y,Y,RW,1235880.0,745813.0,3036930,1055237.0
4924,1996,N00004565,Larry Pressler (R),R,SDS2,Y,Y,RL,1706466.0,2056377.0,6180229,2417386.0
4925,1996,N00000616,Joe Lieberman (D),D,CTS1, , ,DW,-5000.0,2400.0,-969,1631.0
4926,1996,N00006220,Kathy Karpan (D),D,WYS2,Y,Y,DL,427525.0,348390.0,1236453,460538.0
4927,1996,N00003762,Evan Bayh (D),D,INS2, , ,DL,147785.0,1403635.0,3051912,1500492.0
4928,1996,N00006241,Kevin P Meenan (R),R,WYS2, , ,RL,2500.0,55342.0,127572,69730.0
4929,1998,N00008092,Blanche Lincoln (D),D,ARS2, , ,DW,1483186.0,1555440.0,4778735,1740109.0
4930,2000,N00006230,Al Hamburg (D),D,NES1, , ,DL,,,0,0.0
4931,1998,N00004207,Tom Harkin (D),D,IAS2, , ,DI,120262.0,117431.0,535656,297963.0
4932,2016,N00012539,Mark Kirk (R),R,ILS2,Y,Y,RI,938549.0,2159434.0,3442842,344859.0
4933,1998,N00002460,Bob Inglis (R),R,SCS1,Y,Y,RL,1636088.0,1276044.0,4527809,1615677.0
4934,2016,N00027464,Bruce Braley (D),D,IAS2, , ,DN,-500.0,-123.0,-623,0.0
4935,1998,N00002061,John W Warner (R),R,VAS2, , ,RI,210272.0,393352.0,603624,
4936,2016,N00033054,Steven Daines (R),R,MTS2, , ,RI,89750.0,125079.0,214829,
4937,2016,N00031129,James Lankford (R),R,OKS1, , ,RI,314543.0,551698.0,993220,126979.0
4938,2000,N00013174,Tom Burrell (3),3,TNS1,Y,Y,3L,,,0,
4939,2016,N00029835,Martin Heinrich (D),D,NMS1, , ,DI,147550.0,430558.0,612897,34789.0
4940,2016,N00030780,Cory Gardner (R),R,COS2, , ,RI,120847.0,78450.0,223645,24348.0
4941,2000,N00001604,Arlen Specter (R),R,PAS1, , ,RI,10679.0,95850.0,207738,101209.0
4942,2000,N00005329,Ben Nelson (D),D,NES1,Y,Y,DW,1392334.0,1095811.0,2488145,
4943,2000,N00012604,Michael V Ciresi (D),D,MNS2, ,Y,DL,35999.0,4035615.0,5139979,1068365.0
4944,2000,N00007425,Frank Riggs (R),R,CAS1, , ,RN,-600.0,,-600,0.0
4945,2000,N00009086,Gary A Franks (R),R,CTS2, , ,RN,11844.0,11775.0,68281,44662.0
4946,2000,N00013145,Emerson Ellett (L),L,NJS1,Y,Y,3L,100.0,9340.0,27940,18500.0
4947,2000,N00004525,Buford Johnson (3),3,MNS2, ,Y,3L,,,7710,7710.0
4948,2000,N00005121,Grant Samuel Stauffer (L),L,MOS2,Y,Y,3L,,,0,
4949,2000,N00006535,Orlin G Cole (R),R,NMS1, , ,RN,,,0,
4950,2002,N00013881,Michael A Taylor (R),R,MTS2,Y,Y,RL,262087.0,1522401.0,2297174,512686.0
4951,2002,N00004207,Tom Harkin (D),D,IAS2,Y,Y,DW,1888315.0,3525864.0,10325367,4911188.0
4952,2000,N00004633,Samuel D Rankin (3),3,MTS1, , ,3C,,,300,300.0
4953,2000,N00010202,Gene Kelly (D),D,TXS2,Y,Y,DL,1002.0,4653.0,5655,0.0
4954,2002,N00001604,Arlen Specter (R),R,PAS1, , ,RI,642362.0,3415418.0,7675130,3617350.0
4955,2002,N00000659,Frank R Lautenberg (D),D,NJS2,Y,Y,DW,1776759.0,1075519.0,3958157,1105879.0
4956,2002,N00003036,Roger Bedford (D),D,ALS1, , ,DN,4250.0,4800.0,14725,5675.0
4957,2002,N00000019,Hillary Clinton (D),D,NYS1, , ,DI,143666.0,843855.0,2081713,1094192.0
4958,2002,N00000480,Olympia J Snowe (R),R,MES1, , ,RI,10747.0,35800.0,46547,
4959,2002,N00003329,Trent Lott (R),R,MSS2, , ,RI,48500.0,16185.0,64685,
4960,2000,N00008962,John Decamp (R),R,NES1, ,Y,RL,,,0,
4961,2002,N00004572,John Thune (R),R,SDS2, , ,RC,1994934.0,3113481.0,5108415,
4962,2000,N00013140,Johnny Swanson III (D),D,ALS1, , ,DN,,,0,0.0
4963,2000,N00013141,David B Higginbottom (D),D,FLS1, ,Y,DL,,,0,
4964,2002,N00024884,James Edwin Stone Parker (R),R,NCS1, ,Y,RL,750.0,37562.0,63232,24920.0
4965,2002,N00024823,Daniel Blue Jr (D),D,NCS1, ,Y,DL,203269.0,405711.0,1226990,618010.0
4966,2002,N00012623,John H Cox (R),R,ILS1, , ,RL,11000.0,94000.0,105000,0.0
4967,2002,N00008071,Elizabeth Dole (R),R,NCS1,Y,Y,RW,3145058.0,7345289.0,21640133,11149786.0
4968,2000,N00006230,Al Hamburg (D),D,NES1, , ,DL,,,0,0.0
4969,2000,N00006230,Al Hamburg (D),D,NES1, ,Y,DL,,,0,0.0
4970,2000,N00009059,John Jay Hooker (D),D,TNS1, ,Y,DL,,,0,
4971,2000,N00003212,Robert O Watson (I),I,TNS1,Y,Y,3L,,,0,
4972,2000,N00003129,Charles F Johnson (I),I,TNS1,Y,Y,3L,,,0,
4973,2002,N00007789,Bill Bradbury (D),D,ORS1,Y,Y,DL,656941.0,1020639.0,3382141,1704561.0
4974,2000,N00004633,Samuel D Rankin (3),3,MTS1, ,Y,3C,,,300,300.0
4975,2000,N00013170,Gary Thomas Winters (3),3,NYS1, ,Y,3O,,,0,0.0
4976,2000,N00013165,James Richard Kane (3),3,MNS2, ,Y,3N,,,0,
4977,2000,N00013166,Bill P Dahn (R),R,MNS2, ,Y,RL,,,0,
4978,2000,N00013169,Frank S Annunziata (I),I,NYS1, ,Y,3N,,,0,
4979,2000,N00013173,James Looney (D),D,TNS1, ,Y,DL,,,0,
4980,2000,N00013175,Joel Kinstle (I),I,TNS1,Y,Y,3L,,,0,
4981,2000,N00013176,David Jarrod Ownby (I),I,TNS1,Y,Y,3L,,,0,
4982,2000,N00013178,Frank Guliuzza (R),R,UTS1, ,Y,RN,,,0,
4983,2000,N00013179,Bart Thomas (R),R,UTS1, ,Y,RN,,,0,
4984,2000,N00013180,Jim Dexter (L),L,UTS1,Y,Y,3L,,,0,
4985,2004,N00002556,Mac Collins (R),R,GAS2, ,Y,RL,512945.0,936077.0,2634516,1185494.0
4986,2004,N00026183,Tom Ravenel (R),R,SCS1, ,Y,RL,0.0,887342.0,1176020,288678.0
4987,2004,N00009659,David Vitter (R),R,LAS2,Y,Y,RW,4065756.0,4808279.0,12944003,4069968.0
4988,2004,N00009876,David E McReynolds (3),3,NYS2,Y,Y,3L,1000.0,2350.0,16625,13275.0
4989,2004,N00026901,Al King (R),R,ORS2,Y,Y,RL,5000.0,8650.0,30663,17013.0
4990,2004,N00001529,Joseph M Hoeffel (D),D,PAS1,Y,Y,DL,755586.0,3270002.0,7886988,3861400.0
4991,2004,N00001885,Alan L Keyes (R),R,ILS2,Y,Y,RL,53448.0,713590.0,3400970,2633932.0
4992,2004,N00026473,Maria Pappas (D),D,ILS2, ,Y,DL,9679.0,692478.0,1452797,750640.0
4993,2004,N00000036,Russ Feingold (D),D,WIS2, , ,DI,1414286.0,3442175.0,4856461,
4994,2004,N00000379,Burt Cohen (D),D,NHS1, ,Y,DN,30000.0,472323.0,1086406,584083.0
4995,2004,N00003329,Trent Lott (R),R,MSS2, , ,RI,191580.0,130000.0,321580,
4996,2004,N00004638,Conrad Burns (R),R,MTS1, , ,RI,329164.0,597117.0,926281,
4997,2000,N00003728,Frank A Cremeans (R),R,OHS1, ,Y,RL,,,0,0.0
4998,2004,N00009638,Barack Obama (D),D,ILS2, , ,DO,1414197.0,11715937.0,13130134,0.0
4999,2004,N00024945,Ron Kirk (D),D,TXS1, , ,DN,1054.0,-2750.0,-1696,0.0
5000,2000,N00005963,Michael Idrogo (3),3,TXS2, , ,3C,,,0,
5001,2000,N00012673,Lionel Judah Rosenzweig (U),U,NYS1, ,Y,UO,,,0,
5002,2004,N00003709,Mike DeWine (R),R,OHS1, , ,RI,348609.0,1590856.0,3747018,1807553.0
5003,2004,N00003328,Thad Cochran (R),R,MSS1, , ,RI,149250.0,52000.0,254300,53050.0
5004,2004,N00001751,Max Cleland (D),D,GAS1, , ,DN,-8200.0,-20850.0,-29050,0.0
5005,2000,N00012806,Michael Schmier(D),D,CAS2, ,Y,DL,,,0,
5006,2000,N00012808,Jose Luis (Joe) Camahort (3),3,CAS2,Y,Y,3L,,,0,
5007,2002,N00009479,Greg Pason (3),3,NJS2,Y,Y,3L,,,0,
5008,2000,N00012809,Valli (Sharp) Sharpe-geisler (3),3,CAS2, ,Y,3L,,,0,
5009,2004,N00007815,Gordon H Smith (R),R,ORS1, , ,RI,303718.0,502777.0,1636903,830408.0
5010,2000,N00012813,Robert Hampton Frame Jr (R),R,NVS1, ,Y,RN,,,0,
5011,2000,N00012815,Peter J Ruane (D),D,NYS1, ,Y,DL,,,0,
5012,2004,N00009086,Gary A Franks (R),R,CTS2, , ,RN,1000.0,1000.0,2000,
5013,2000,N00008928,Diane Beall Templin (3),3,CAS2,Y,Y,3L,,,0,
5014,2000,N00011514,Jan B Tucker (3),3,CAS2, ,Y,3L,,,0,
5015,2000,N00001855,Sidney Altman(D),D,MDS1, ,Y,DL,,,0,
5016,2000,N00001895,George English(D),D,MDS1, ,Y,DL,,,0,
5017,2000,N00003338,Shawn O'Hara (3),3,MSS2,Y,Y,3L,,,0,
5018,2000,N00008961,James W (Bootie) Hunt (D) (D),D,MSS2, ,Y,DL,,,0,
5019,2000,N00007425,Frank Riggs (R),R,CAS1, , ,RN,-600.0,,-600,0.0
5020,2002,N00010202,Gene Kelly (D),D,TXS1, ,Y,DL,,,0,
5021,2002,N00009067,Bruce Barilla (D),D,WVS2, ,Y,DL,,,0,
5022,2002,N00009075,John K (Jack) McDonald (R),R,MTS2, ,Y,RL,,,0,
5023,2002,N00005043,Tamara Millay (L),L,MOS2,Y,Y,3L,,,0,
5024,2002,N00007994,Theresa Obermeyer (D),D,AKS1, ,Y,DL,,,0,
5025,2006,N00009082,Wayne Allard (R),R,COS2, , ,RI,122378.0,36450.0,159208,380.0
5026,2002,N00013362,William Henry Toel (I),I,AZS2, , ,3N,,,0,
5027,2002,N00012903,Philip A Giordano (R),R,CTS1, , ,RN,,,0,
5028,2002,N00008078,Andy Martin (R),R,FLS1, , ,RN,,,0,
5029,2002,N00012904,Nikki Morgan Oldaker (I),I,FLS1, , ,3N,,,0,
5030,2002,N00009291,David Kenneth Weeks (R),R,FLS1, , ,RN,,,0,
5031,2002,N00013432,Joseph R Simonetta (3),3,FLS1, , ,3N,,,0,
5032,2002,N00012810,Paul H Rappaport (R),R,MDS1, , ,RN,,,20,20.0
5033,2002,N00012671,Elliott L Rustad (R),R,NES1, , ,RN,,,0,0.0
5034,2006,N00006515,Pete V Domenici (R),R,NMS2, , ,RI,264500.0,313297.0,626055,48258.0
5035,2002,N00006230,Al Hamburg (D),D,NES2, ,Y,DL,,,0,0.0
5036,2006,N00005178,Christopher Kit Bond (R),R,MOS1, , ,RI,47339.0,10950.0,58289,
5037,2002,N00013469,Jeff Gates (3),3,GAS2, , ,3N,,,0,
5038,2002,N00013470,Paul Robert Macgregor (3),3,GAS2, , ,3N,,,0,
5039,2002,N00013471,Winnie Walsh (D),D,GAS2, , ,DN,,,0,
5040,2002,N00013472,Bobby Rudolph Wood (R),R,GAS2, , ,RN,,,0,
5041,2002,N00013731,Alford Rogers (3),3,GAS2, , ,3N,,,0,
5042,2006,N00004615,Byron L Dorgan (D),D,NDS1, , ,DI,140496.0,55300.0,197108,1312.0
5043,2006,N00005329,Ben Nelson (D),D,NES1,Y,Y,DW,3190552.0,3276391.0,6466943,
5044,2002,N00012669,Corrogan R Vaughn (R),R,MDS2, , ,RN,,,0,
5045,2002,N00012905,Mike Arcello (3),3,MIS2, , ,3N,,,0,
5046,2002,N00013142,Jack E Robinson III (R),R,MAS1, , ,RN,,,2867,2867.0
5047,2002,N00013166,Bill P Dahn (3),3,MNS2, , ,3N,,,0,
5048,2002,N00004503,Steven Haverstock Miles (D),D,MNS2, , ,DN,,,0,0.0
5049,2002,N00013477,Gregg A Iverson (3),3,MNS2, , ,3N,,,0,
5050,2002,N00013482,Rebecca L Ellis (3),3,MNS2, , ,3N,,,0,
