,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
1993,2000,N00006283,Dirk Kempthorne (R),R,IDS2, , ,RN,1500.0,,1500,0.0
1994,2000,N00006135,William F Eggert (R),R,COS1, , ,RN,,-1300.0,310,1610.0
1995,2000,N00001279,Randall A Terry (3),3,NYS1, ,Y,3N,,4595.0,28627,24032.0
1996,2000,N00001176,Rick A Lazio (R),R,NYS1,Y,Y,RL,4322641.0,20425037.0,60633230,35885552.0
1997,2000,N00001176,Rick A Lazio (R),R,NYS1, , ,RO,4322641.0,20425037.0,60633230,35885552.0
1998,2000,N00012914,Alan H Carlson (R),R,NDS2, ,Y,RN,,9850.0,40450,30600.0
1999,2000,N00000756,Robert G Torricelli (D),D,NJS2, , ,DI,347039.0,2915175.0,6350419,3088205.0
2000,1992,N00007197,Bruce Herschensohn (R),R,CAS1,Y,Y,RL,3292912.0,2099049.0,12164963,6773002.0
2001,1992,N00000940,Robert Abrams (D),D,NYS2,Y,Y,DL,2170788.0,5150420.0,13413150,6091942.0
2002,1992,N00005466,Dale Bumpers (D),D,ARS2,Y,Y,DW,665234.0,1010317.0,2874565,1199014.0
2003,1992,N00000442,Thomas K Christo (R),R,NHS2, , ,RN,,,0,0.0
2004,1992,N00002091,Larry Craig (R),R,IDS1, , ,RI,24892.0,2608.0,30225,2725.0
2005,1992,N00002091,Larry Craig (R),R,IDS1, , ,RI,24892.0,2608.0,30225,2725.0
2006,1992,N00004574,Theodore R Muenster (D),D,SDS2, , ,DN,1060.0,6863.0,27499,19576.0
2007,1992,N00001753,Alan Cranston (D),D,CAS1, , ,DI,-20519.0,-246654.0,-267173,0.0
2008,1992,N00004709,Andrew B Spiegel (L),L,ILS2,Y,Y,3L,,2400.0,11389,8989.0
2009,1992,N00001446,Harris Wofford (D),D,PAS2, ,Y,DI,2404707.0,2283487.0,7464594,2776400.0
2010,1992,N00002253,Bill Cobey (R),R,NCS2, , ,RN,853.0,,853,0.0
2011,1992,N00002253,Bill Cobey (R),R,NCS2, , ,RN,853.0,,853,0.0
2012,1992,N00001800,Connie Mack (R),R,FLS1, , ,RI,130674.0,602509.0,1820766,1087583.0
2013,1992,N00000790,Peter Miller Dawkins (R),R,NJS1, , ,RN,-500.0,,-500,0.0
2014,1992,N00002287,Jesse Helms (R),R,NCS1, , ,RI,104051.0,141967.0,5440414,5194396.0
2015,1992,N00003845,Dan Coats (R),R,INS2,Y,Y,RW,1756607.0,1677100.0,5647330,2213623.0
2016,1992,N00001945,Barbara A Mikulski (D),D,MDS2,Y,Y,DW,892228.0,721585.0,3490669,1876856.0
2017,1992,N00011386,Jessie Nichols (U),U,KSS2, , ,UL,,23801.0,25001,1200.0
2018,1992,N00001756,Jim Exon (D),D,NES2, , ,DI,8450.0,1750.0,15241,5041.0
2019,1990,N00002057,Charles S Robb (D),D,VAS1, , ,DI,24800.0,31230.0,89873,33843.0
2020,1994,N00006406,Jon L Kyl (R),R,AZS2,Y,Y,RW,1544039.0,1870379.0,3451013,36595.0
2021,1994,N00004605,Quentin N Burdick (D),D,NDS2, , ,DN,26.0,,26,0.0
2022,1994,N00010129,Ted J Andromidas (D),D,CAS2, ,Y,DL,,7450.0,21226,13776.0
2023,1994,N00002178,Robert Arthur Gindin (R),R,WVS1, ,Y,RL,,13077.0,16414,3337.0
2024,1990,N00002293,Terry Sanford (D),D,NCS2, , ,DI,265550.0,304890.0,941518,371078.0
2025,1990,N00004994,Paul Simon (D),D,ILS1,Y,Y,DW,2468485.0,3050670.0,12217528,6698373.0
2026,1990,N00004994,Paul Simon (D),D,ILS1, , ,DW,2468485.0,3050670.0,12217528,6698373.0
2027,1994,N00006333,Wayne Owens (D),D,UTS2, , ,DN,-6475.0,-250.0,-6725,0.0
2028,1994,N00002336,Thomas Lafontine Odom (D),D,NCS2, , ,DN,,,0,0.0
2029,1994,N00004454,Ann Wynia (D),D,MNS2,Y,Y,DL,1057145.0,1141807.0,4272918,2073966.0
2030,1990,N00007621,Maria M Hustace (R),R,HIS2, , ,RL,,,117,117.0
2031,1990,N00007621,Maria M Hustace (R),R,HIS2, , ,RN,,,117,117.0
2032,1994,N00003470,Wendell H Ford (D),D,KYS2, , ,DI,4326.0,250.0,4826,250.0
2033,1994,N00000026,Demar Dahl (R),R,NVS2, , ,RN,,,0,0.0
2034,2000,N00012905,Mike Arcello (3),3,MIS2, ,Y,3N,,,0,
2035,2000,N00012908,Allison Clinton (D),D,MSS2, ,Y,DL,,,0,
2036,1994,N00000613,Bob Jaekle (R),R,CTS2, , ,RN,,,10,10.0
2037,1994,N00002243,Robert Louis Hannon (D),D,NCS1, , ,DN,,,0,0.0
2038,1994,N00007866,Michael Godfrey James (D),D,WAS1, ,Y,DL,14860.0,112109.0,351494,224525.0
2039,2000,N00012911,Robert R (Bob) Richmond Jr (D),D,MSS2, ,Y,DL,,,0,
2040,1994,N00001743,David Pryor (D),D,ARS1, , ,DI,-1124.0,,-1124,0.0
2041,1990,N00012453,Anthony Scully Earl (D),D,WIS1, , ,DN,13850.0,700.0,25341,10791.0
2042,2000,N00012912,Jim Giles (I),I,MSS2,Y,Y,3L,,,0,
2043,1994,N00008190,Asa Hutchinson (R),R,ARS2, , ,RN,2500.0,,2500,0.0
2044,1990,N00006185,Hank Brown (R),R,COS2,Y,Y,RW,2161933.0,1504965.0,5675860,2008962.0
2045,1990,N00006185,Hank Brown (R),R,COS2, , ,RW,2161933.0,1504965.0,5675860,2008962.0
2046,2000,N00012913,Lewis Napper (L),L,MSS2,Y,Y,3L,,,0,
2047,1994,N00002619,Mrs Hubert R Etchison Sr (R),R,GAS1, , ,RN,,,0,0.0
2048,1994,N00000625,Richard D Gregory (U),U,CTS2, , ,UN,,,0,0.0
2049,1994,N00010130,Elicabeth Cervantes Barron (3),3,CAS2,Y,Y,3L,,,50,50.0
2050,1990,N00009920,Richard C Shelby (D),D,ALS2, , ,DI,216534.0,48185.0,321556,56837.0
2051,1994,N00005844,Wes Gilbreath (R),R,TXS2, , ,RN,,741078.0,741078,0.0
2052,1990,N00012404,Jack R Lousma (R),R,MIS1, , ,RN,,2567.0,2567,0.0
2053,1990,N00006131,Malcolm Buie Seawell (D),D,COS2, , ,DL,8000.0,227423.0,350655,115232.0
2054,1994,N00001691,Carl Levin (D),D,MIS1, , ,DI,13694.0,200.0,14327,433.0
2055,1994,N00006158,Matthew John Noah (I),I,COS1, , ,3N,0.0,,0,0.0
2056,1994,N00001782,Rod Chandler (R),R,WAS2, , ,RN,-500.0,,-500,0.0
2057,1994,N00002845,Hugh E Rodham (D),D,FLS1,Y,Y,DL,222925.0,420707.0,1103551,459919.0
2058,1990,N00006533,James Paxton (Corky) Morris (R),R,NMS1, , ,RN,,9000.0,9000,0.0
2059,1998,N00000940,Robert Abrams (D),D,NYS2, , ,DL,,,0,0.0
2060,1998,N00006249,Mike Enzi (R),R,WYS2, , ,RI,56773.0,6061.0,74235,11401.0
2061,1998,N00006285,Steven D Symms (R),R,IDS2, , ,RN,,,0,0.0
2062,1998,N00005466,Dale Bumpers (D),D,ARS2, , ,DI,0.0,,32,32.0
2063,1998,N00007197,Bruce Herschensohn (R),R,CAS1, , ,RN,,,0,0.0
2064,1998,N00004495,Dick Franson (D),D,MNS1, , ,DN,,,0,0.0
2065,1998,N00003842,Paul Helmke (R),R,INS2,Y,Y,RL,64587.0,414928.0,1094449,614934.0
2066,1998,N00004633,Samuel D Rankin (I),I,MTS2, , ,3N,,,0,0.0
2067,1998,N00006267,Mike Crapo (R),R,IDS2, , ,RW,1256946.0,474817.0,2449249,717486.0
2068,1998,N00006267,Mike Crapo (R),R,IDS2,Y,Y,RW,1256946.0,474817.0,2449249,717486.0
2069,1998,N00006229,Curtis E Meier (R),R,WYS2, , ,RN,,10969.0,10969,0.0
2070,1998,N00007971,Steve Thompson (3),3,WAS2, ,Y,3L,,1200.0,3328,2128.0
2071,1998,N00005484,Edgar Scott Ferguson (D),D,ARS2, ,Y,DL,39753.0,262858.0,643090,340479.0
2072,1998,N00002091,Larry Craig (R),R,IDS1, , ,RI,203132.0,79770.0,409835,126933.0
2073,1998,N00002287,Jesse Helms (R),R,NCS1, , ,RI,141938.0,315605.0,1585051,1127508.0
2074,1998,N00003845,Dan Coats (R),R,INS2, , ,RI,,-16000.0,-16000,0.0
2075,1998,N00007238,Michael Huffington (R),R,CAS2, , ,RN,,12059896.0,12059896,0.0
2076,1998,N00005406,F Charles McMains Jr (R),R,LAS1, , ,RN,,,100,100.0
2077,1998,N00001446,Harris Wofford (D),D,PAS2, , ,DN,-3000.0,,-3000,0.0
2078,1998,N00004098,Bob Carr (D),D,MIS2, , ,DN,,,0,0.0
2079,1998,N00006321,Hartley David Anderson (R),R,UTS2, , ,RL,,20075.0,22573,2498.0
2080,1998,N00001800,Connie Mack (R),R,FLS1, , ,RI,307877.0,728843.0,2314746,1278026.0
2081,1998,N00003037,Clayton Suddith (D),D,ALS2,Y,Y,DL,16749.0,3450.0,31410,11211.0
2082,1998,N00007868,Ron Sims (D),D,WAS1, , ,DN,,,0,0.0
2083,1998,N00001756,Jim Exon (D),D,NES2, , ,DN,,,0,0.0
2084,1998,N00005345,David Duke (R),R,LAS1, , ,RN,,-3475.0,36382,39857.0
2085,1998,N00005345,David Duke (R),R,LAS1, , ,RN,,-3475.0,36382,39857.0
2086,1998,N00009073,Joseph A (Joe) Sonneman (D),D,AKS2,Y,Y,DL,1395.0,6550.0,26224,18279.0
2087,1998,N00001659,Charles M Oberly III (D),D,DES1, , ,DN,,,0,0.0
2088,1998,N00001945,Barbara A Mikulski (D),D,MDS2,Y,Y,DW,943641.0,955967.0,3756968,1857360.0
2089,1998,N00001776,Michael A Andrews (D),D,TXS2, , ,DN,3500.0,,3500,0.0
2090,1998,N00006615,Hal Furman (R),R,NVS1, , ,RN,,,0,0.0
2091,1996,N00004439,Joanell M Dyrstad (R),R,MNS2, , ,RN,,,275,275.0
2092,1996,N00000439,Terry Bennett (D),D,NHS1, , ,DL,,500.0,1000,500.0
2093,1996,N00001667,Wilfred Plomis (R),R,DES2, ,Y,RL,,5900.0,12252,6352.0
2094,1996,N00000431,John Rauh (D),D,NHS2, ,Y,DL,98.0,34975.0,337686,302613.0
2095,1996,N00001750,Richard Bryan (D),D,NVS1, , ,DW,-1450.0,-3020.0,6286,10756.0
2096,1996,N00004049,Judith Miller (R),R,MIS2, , ,RL,,23947.0,23947,0.0
2097,1996,N00006403,Sam Coppersmith (D),D,AZS2, , ,DN,5864.0,750.0,7514,900.0
2098,1996,N00006394,Richard Doyle Mahoney (D),D,AZS2, , ,DL,,-1000.0,-1000,0.0
2099,1996,N00009082,Wayne Allard (R),R,COS2,Y,Y,RW,1904508.0,807038.0,3773493,1061947.0
2100,1996,N00009082,Wayne Allard (R),R,COS2, , ,RW,1904508.0,807038.0,3773493,1061947.0
2101,1996,N00005032,Gerald R Ortbals (D),D,MOS2, , ,DN,,,0,0.0
2102,1996,N00006283,Dirk Kempthorne (R),R,IDS2, , ,RI,18412.0,11963.0,58913,28538.0
2103,1996,N00000634,Jerry Labriola (R),R,CTS1, , ,RN,,,0,0.0
2104,1996,N00008971,Wayne Sowell (D),D,ALS1, , ,DL,,500.0,585,85.0
2105,1996,N00003972,Paul Jensen (R),R,MIS1, , ,RN,,,0,0.0
2106,1996,N00001938,E Robert Zarwell (R),R,MDS2, , ,RN,,,0,0.0
2107,1996,N00006135,William F Eggert (R),R,COS2, , ,RL,,12957.0,47178,34221.0
2108,1996,N00006135,William F Eggert (R),R,COS2, , ,RL,,12957.0,47178,34221.0
2109,1996,N00005693,John Bryant (D),D,TXS1, , ,DL,429573.0,596086.0,1822221,796562.0
2110,1996,N00006200,Carlos Lucero (D),D,COS2, , ,DL,,600.0,1200,600.0
2111,1996,N00000756,Robert G Torricelli (D),D,NJS2,Y,Y,DW,1875234.0,5990121.0,14032721,6167366.0
2112,2012,N00027616,Robin Carnahan (D),D,MOS1, , ,DN,2500.0,-600.0,2132,232.0
2113,2012,N00033443,Deb Fischer (R),R,NES1,Y,Y,RW,2720816.0,3077828.0,6760460,961816.0
2114,2012,N00033702,Tony Enrique Flores (D),D,AZS2, ,Y,DN,,,0,0.0
2115,2012,N00027522,Dean Heller (R),R,NVS1, , ,RW,4610976.0,4337482.0,9570648,622190.0
2116,2012,N00034295,Bader Qarmout (R),R,NJS1, ,Y,RL,,20650.0,28568,7918.0
2117,2012,N00006249,Mike Enzi (R),R,WYS2, , ,RI,226000.0,51640.0,278695,1055.0
2118,2012,N00012539,Mark Kirk (R),R,ILS2, , ,RI,204215.0,481528.0,782180,96437.0
2119,2012,N00002091,Larry Craig (R),R,IDS1, , ,RN,,,0,0.0
2120,2012,N00031695,Lela Mae Pittenger (R),R,TXS2, ,Y,RL,,22135.0,34246,12111.0
2121,2012,N00033168,Marisa Defranco (D),D,MAS1, ,Y,DN,,33496.0,55528,22032.0
2122,2012,N00031439,Roxanne Conlin (D),D,IAS1, , ,DN,-1000.0,,-1000,0.0
2123,2012,N00028614,William McBride (R),R,FLS1, , ,RN,,,4,4.0
2124,2012,N00004495,Dick Franson (D),D,MNS2, ,Y,DL,,35500.0,35500,0.0
2125,2012,N00006267,Mike Crapo (R),R,IDS2, , ,RI,349594.0,284618.0,678117,43905.0
2126,2012,N00003280,Roger Wicker (R),R,MSS2,Y,Y,RW,1726306.0,1561283.0,3402397,114808.0
2127,2012,N00030613,Alexander Giannoulias (D),D,ILS2, , ,DN,-5995.0,-1500.0,-7495,0.0
2128,2012,N00034580,Angus King (I),I,MES1,Y,Y,3W,1770594.0,2182785.0,4198636,245257.0
2129,2012,N00034217,Dale Ash (R),R,UTS1, ,Y,RN,,4500.0,5790,1290.0
2130,2012,N00026748,Mel Martinez (R),R,FLS2, , ,RN,,-28100.0,-28100,0.0
2131,2012,N00027441,Bob Corker (R),R,TNS1,Y,Y,RW,2162983.0,7378058.0,9766281,225240.0
2132,2012,N00011950,David Christian (R),R,PAS2, ,Y,RL,1218.0,56586.0,62273,4469.0
2133,2012,N00033581,Tom Smith (R),R,PAS2,Y,Y,RL,2100889.0,3227421.0,6990955,1662645.0
2134,2012,N00003845,Dan Coats (R),R,INS2, , ,RI,210561.0,127550.0,359492,21381.0
2135,2012,N00032142,Chris Garner (D),D,MDS1, ,Y,DL,,,0,0.0
2136,2012,N00032541,Jay Townsend (R),R,NYS1, ,Y,RN,10800.0,6600.0,18740,1340.0
2137,2012,N00033712,Thomas Allen Potter (D),D,NDS2, ,Y,DN,,21000.0,23870,2870.0
2138,2012,N00005282,Jerry Moran (R),R,KSS2, , ,RI,326279.0,341815.0,687295,19201.0
2139,2012,N00001945,Barbara A. Mikulski (D),D,MDS2, , ,DI,206450.0,97800.0,306301,2051.0
2140,2012,N00003383,Stephen Lewis Henry (D),D,KYS2, , ,DN,,,0,0.0
2141,2012,N00035172,Steven Watts (I),I,AZS2,Y,Y,3L,,3000.0,3000,0.0
2142,2012,N00033169,William Capps Jr (R),R,MDS1, ,Y,RL,,521.0,521,0.0
2143,2012,N00004572,John Thune (R),R,SDS1, , ,RI,489076.0,1182221.0,2215548,544251.0
2144,2012,N00009659,David Vitter (R),R,LAS2, , ,RI,361465.0,1034118.0,1546861,151278.0
2145,2012,N00001756,Jim Exon (D),D,NES1, , ,DN,,,0,0.0
2146,2008,N00008092,Blanche Lincoln (D),D,ARS2, , ,DI,1022217.0,278734.0,1313233,12282.0
2147,2008,N00008092,Blanche Lincoln (D),D,ARS2, , ,DI,1022217.0,278734.0,1313233,12282.0
2148,2004,N00006250,Malcolm Wallop (R),R,WYS1, , ,RN,,,0,0.0
2149,2008,N00012330,Bob Bird (3),3,AKS1,Y,Y,3L,,16650.0,32188,15538.0
2150,2004,N00008957,Bob Smith (R),R,FLS2, ,Y,RN,-386.0,44306.0,110699,66779.0
2151,2004,N00008957,Bob Smith (R),R,FLS2, , ,RO,-386.0,44306.0,110699,66779.0
2152,2008,N00025254,Hiram Lewis (R),R,WVS1, , ,RN,,8000.0,26795,18795.0
2153,2004,N00005244,Sam Brownback (R),R,KSS2,Y,Y,RW,1062344.0,1283438.0,4014910,1669128.0
2154,2004,N00026180,Jack Ryan (R),R,ILS2, ,Y,RN,355363.0,3774810.0,4374768,244595.0
2155,2004,N00026179,Andrew J McKenna (R),R,ILS2, ,Y,RL,23000.0,1906195.0,3929444,2000249.0
2156,2008,N00025335,Ishah L Wright (3),3,VAS2, , ,3O,150.0,,150,0.0
2157,2008,N00025335,Ishah L Wright (3),3,VAS2,Y,Y,3O,150.0,,150,0.0
2158,2008,N00001380,Rick Santorum (R),R,PAS2, , ,RN,18684.0,29250.0,59341,11407.0
2159,2004,N00009918,Patrick Leahy (D),D,VTS2,Y,Y,DW,71790.0,1859118.0,4082164,2151256.0
2160,2008,N00028055,Richard Mountjoy (R),R,CAS2, , ,RN,,,172,172.0
2161,2004,N00006692,Barbara Boxer (D),D,CAS1,Y,Y,DW,4800003.0,7963428.0,23363069,10599638.0
2162,2004,N00026014,Dan O'Bryant (R),R,COS1, ,Y,RN,,10430.0,33805,23375.0
2163,2004,N00008006,Frank H Murkowski (R),R,AKS2, , ,RN,40027.0,,40027,0.0
2164,2008,N00009704,Brad R Carson (D),D,OKS1, , ,DN,,,0,0.0
2165,2004,N00026252,Nancy Skinner (D),D,ILS2, ,Y,DL,179.0,56495.0,169200,112526.0
2166,2008,N00002732,Belinda Noah (R),R,FLS1, , ,RN,,,0,0.0
2167,2008,N00029445,Anne Evans Estabrook (R),R,NJS2, ,Y,RN,16700.0,248690.0,270935,5545.0
2168,2008,N00001604,Arlen Specter (R),R,PAS1, , ,RI,1299039.0,5495705.0,6927336,132592.0
2169,2008,N00000659,Frank R Lautenberg (D),D,NJS2,Y,Y,DW,1887350.0,6353150.0,8240500,0.0
2170,2008,N00006246,Craig Thomas (R),R,WYS1, , ,RI,-10500.0,250.0,-10250,0.0
2171,2008,N00002221,Richard Burr (R),R,NCS2, , ,RI,430750.0,510675.0,1006356,64931.0
2172,2008,N00000596,Alan Schlesinger (R),R,CTS1, , ,RN,,4850.0,4850,0.0
2173,2008,N00005255,Jim Slattery (D),D,KSS1,Y,Y,DL,602245.0,1258630.0,2018347,157472.0
2174,2004,N00026815,Sonya March (R),R,FLS2, ,Y,RL,,11364.0,16453,5089.0
2175,2004,N00006515,Pete V Domenici (R),R,NMS2, , ,RI,44500.0,24000.0,94113,25613.0
2176,2006,N00000491,Susan Collins (R),R,MES2, , ,RI,117875.0,172550.0,293646,3221.0
2177,2006,N00027021,Patty Wetterling (D),D,MNS2, ,Y,DL,1128114.0,2001715.0,4547705,1417876.0
2178,2006,N00026997,Arthur Small (D),D,IAS1, , ,DN,-800.0,2450.0,1650,0.0
2179,2016,N00029441,James E Risch (R),R,IDS1, , ,RI,22500.0,23900.0,48525,2125.0
2180,2006,N00027696,David Pfeffer (R),R,NMS1, ,Y,RL,,65528.0,75128,9600.0
2181,2016,N00029444,Mike Johanns (R),R,NES2, , ,RN,,,0,0.0
2182,2006,N00027299,Patrick A Tyndall (3),3,SCS1, , ,3N,,,215,215.0
2183,2016,N00004615,Byron L Dorgan (D),D,NDS1, , ,DN,,,0,0.0
2184,2016,N00004981,Dick Durbin (D),D,ILS1, , ,DI,35500.0,133035.0,291178,122643.0
2185,2016,N00003328,Thad Cochran (R),R,MSS1, , ,RI,205250.0,206784.0,414075,2041.0
2186,2002,N00000491,Susan Collins (R),R,MES2,Y,Y,RW,1706683.0,2009714.0,5987567,2271170.0
2187,2002,N00013785,Julian L McPhillips Jr (D),D,ALS1, ,Y,DL,1000.0,376202.0,973332,596130.0
2188,2016,N00003762,Evan Bayh (D),D,INS2, , ,DN,-5000.0,,-5000,0.0
2189,2006,N00005582,James M Inhofe (R),R,OKS2, , ,RI,218494.0,383851.0,606923,4578.0
2190,2006,N00027533,Sheldon Whitehouse (D),D,RIS1,Y,Y,DW,1260312.0,5006815.0,6670665,403538.0
2191,2016,N00033568,Richard Douglas (R),R,MDS2,Y,Y,RO,,4724.0,6048,1324.0
2192,2002,N00025373,Eric James Borregard (3),3,MIS1,Y,Y,3L,,2260.0,2260,0.0
2193,2006,N00026175,Richard Snuffer (R),R,WVS1, ,Y,RL,,27085.0,27975,890.0
2194,2002,N00004643,Max Baucus (D),D,MTS2,Y,Y,DW,2743727.0,2797209.0,8680358,3139422.0
2195,2006,N00025138,Denise L Majette (D),D,GAS2, , ,DN,-2500.0,,-2500,0.0
2196,2006,N00025138,Denise L Majette (D),D,GAS2, , ,DN,-2500.0,,-2500,0.0
2197,2016,N00005285,Pat Roberts (R),R,KSS1, , ,RI,125900.0,15116.0,141472,456.0
2198,2006,N00004643,Max Baucus (D),D,MTS2, , ,DI,1397714.0,1400318.0,2798032,0.0
2199,2016,N00036923,P G Sittenfeld (D),D,OHS2,Y,Y,DC,1000.0,1544915.0,1705842,159927.0
2200,2006,N00027551,Paul Hackett (D),D,OHS1, , ,DN,195793.0,742490.0,2086453,1148170.0
2201,2006,N00027551,Paul Hackett (D),D,OHS1, ,Y,DN,195793.0,742490.0,2086453,1148170.0
2202,2002,N00005582,James M Inhofe (R),R,OKS2,Y,Y,RW,1429156.0,1331154.0,4384452,1624142.0
2203,2016,N00036065,Tony DeTora (R),R,VAS2, , ,RN,,,0,0.0
2204,2016,N00038397,Maggie Hassan (D),D,NHS1,Y,Y,DC,5000.0,,275844,270844.0
2205,2002,N00003003,James (Jimmy) Davis Blake (R),R,ALS1, , ,RN,,,0,0.0
2206,2006,N00027683,Brian Dubie (R),R,VTS1, ,Y,RN,,12443.0,15404,2961.0
2207,2006,N00027686,Steve Rathje (R),R,IAS2, , ,RC,,32024.0,34139,2115.0
2208,2016,N00035669,Lee Bright (R),R,SCS1, , ,RN,,-1947.0,-1947,0.0
2209,2002,N00025680,Joyce Jansa Corcoran (D),D,WYS2,Y,Y,DL,1275.0,3250.0,11738,7213.0
2210,2006,N00026817,Robert Gerald Lorge (R),R,WIS1,Y,Y,RL,585.0,16394.0,16989,10.0
2211,2016,N00008051,Mark Udall (D),D,COS2, , ,DN,-1000.0,-17802.0,-18802,0.0
2212,2016,N00036457,Jeff Jones (I),I,MIS1, , ,3N,,,0,0.0
2213,2002,N00006493,John Calhoun Zajac (L),L,AZS1, , ,3N,,44.0,44,0.0
2214,2006,N00025658,Greg Parke (R),R,VTS1, ,Y,RL,1250.0,289948.0,1584509,1293311.0
2215,2006,N00025658,Greg Parke (R),R,VTS1, , ,RL,1250.0,289948.0,1584509,1293311.0
2216,2016,N00026586,Joe Donnelly (D),D,INS1, , ,DI,238094.0,271005.0,534643,25544.0
2217,2016,N00035480,Michelle Nunn (D),D,GAS1, , ,DN,-1000.0,-6630.0,-7479,151.0
2218,2002,N00008071,Elizabeth Dole (R),R,NCS1, , ,RO,3145058.0,7345289.0,21640133,11149786.0
2219,2002,N00025846,Jim Moore (3),3,MNS1,Y,Y,3L,,4299.0,19433,15134.0
2220,2006,N00000534,James M Jeffords (I),I,VTS1, ,Y,3I,9200.0,25895.0,35095,0.0
2221,2002,N00007879,Slade Gorton (R),R,WAS1, , ,RN,-5232.0,0.0,7938,13170.0
2222,2006,N00026050,Lisa Murkowski (R),R,AKS2, , ,RI,5232.0,40704.0,46186,250.0
2223,2006,N00027771,George Darwin Johnson (R),R,WVS1, ,Y,RN,,18472.0,40736,22264.0
2224,2006,N00026750,Gary Leshaw (D),D,GAS2, , ,DN,,9000.0,9000,0.0
2225,2006,N00026489,James P Gray (L),L,CAS1, , ,3N,,3550.0,4011,461.0
2226,2002,N00025152,Scott Jameson (L),L,TXS1,Y,Y,3L,,1050.0,3041,1991.0
2227,2002,N00006424,John McCain (R),R,AZS1, , ,RI,14500.0,21700.0,36200,0.0
2228,2002,N00006424,John McCain (R),R,AZS1, , ,RI,14500.0,21700.0,36200,0.0
2229,2002,N00013848,Andrew Raczkowski (R),R,MIS1, , ,RC,24779.0,201016.0,1296482,1070687.0
2230,2002,N00013848,Andrew Raczkowski (R),R,MIS1,Y,Y,RL,24779.0,201016.0,1296482,1070687.0
2231,2006,N00010892,Len Flynn (L),L,NJS1,Y,Y,3L,,2100.0,3072,972.0
2232,2006,N00006424,John McCain (R),R,AZS1, , ,RI,1092000.0,640422.0,1732422,0.0
2233,2006,N00013848,Andrew Raczkowski (R),R,MIS1, , ,RN,,,0,0.0
2234,2016,N00009960,Deborah Senn (D),D,WAS2, , ,DN,,,0,0.0
2235,2006,N00028613,Peter Monroe (R),R,FLS1, ,Y,RL,,251150.0,258561,7411.0
2236,2016,N00031570,Len Britton (R),R,VTS2, , ,RN,,,0,0.0
2237,2016,N00009483,Brendan Thomas Byrne Jr (D),D,NJS1, , ,DN,,,0,0.0
2238,2016,N00031167,Tom Fiegen (D),D,IAS1,Y,Y,DC,,,5271,5271.0
2239,2002,N00025112,William Ernest Galloway (D),D,WVS2, ,Y,DL,,1000.0,3195,2195.0
2240,2006,N00027501,Robert Maxwell Fitzgerald (3),3,MNS2,Y,Y,3L,,8661.0,13652,4991.0
2241,2006,N00025846,Jim Moore (I),I,MNS1, , ,3N,,,0,0.0
2242,2002,N00000534,James M Jeffords (I),I,VTS1, , ,3I,42000.0,145190.0,1834416,1647226.0
2243,2006,N00026756,Ray Bly (R),R,MDS1, ,Y,RL,,,0,
2244,2010,N00031443,Daniel W. McAndrew (R),R,MDS2, ,Y,RL,,13050.0,13375,325.0
2245,2014,N00033079,Bob Massie (D),D,MAS1, , ,DN,,,0,0.0
2246,2014,N00035495,Sheila Oliver (D),D,NJS2, ,Y,DL,500.0,28450.0,28950,0.0
2247,2014,N00008957,Bob Smith (R),R,NHS2, ,Y,RL,48585.0,187438.0,560329,324306.0
2248,2014,N00035687,Stace Nelson (R),R,SDS2, ,Y,RL,,80880.0,136236,55356.0
2249,2014,N00035787,Maxey Scherr (D),D,TXS1, ,Y,DL,44073.0,143423.0,206291,18795.0
2250,2014,N00027607,Zane Rene Lawhorn (I),I,WVS2,Y,Y,3L,,13605.0,13605,0.0
2251,2010,N00025299,Tim Bridgewater (R),R,UTS2, ,Y,RL,199715.0,226012.0,463106,37379.0
2252,2010,N00025299,Tim Bridgewater (R),R,UTS2, , ,RL,199715.0,226012.0,463106,37379.0
2253,2014,N00034856,Jaime McMillan (R),R,COS2, , ,RC,,750.0,750,0.0
2254,2014,N00034856,Jaime McMillan (R),R,COS2, ,Y,RN,,750.0,750,0.0
2255,2014,N00025139,James E Snyder Jr (R),R,NCS1, ,Y,RL,,,0,0.0
2256,2014,N00025139,James E Snyder Jr (R),R,NCS1, , ,RC,,,0,0.0
2257,2014,N00030983,Eric William Deaton (I),I,OHS2, , ,3N,,,0,0.0
2258,2010,N00032132,Raphael Herman (D),D,FLS2, ,Y,DN,,156018.0,156018,0.0
2259,2010,N00032132,Raphael Herman (D),D,FLS2, , ,DN,,156018.0,156018,0.0
2260,2014,N00025882,Ed Case (D),D,HIS2, , ,DN,,,0,0.0
2261,2014,N00006692,Barbara Boxer (D),D,CAS1, , ,DI,101900.0,265903.0,401534,33731.0
2262,2014,N00033363,Tom Cotton (R),R,ARS1, , ,RC,6418804.0,8763712.0,17767321,2584805.0
2263,2014,N00036854,Dave McCoy (D),D,NCS2, , ,DC,,,0,0.0
2264,2010,N00003682,Rob Portman (R),R,OHS2, , ,RW,5495453.0,10866772.0,17108340,746115.0
2265,2010,N00003682,Rob Portman (R),R,OHS2,Y,Y,RW,5495453.0,10866772.0,17108340,746115.0
2266,2014,N00035661,Terry Whitney (D),D,MIS1, ,Y,DN,,5200.0,5200,0.0
2267,2014,N00007836,Maria Cantwell (D),D,WAS1, , ,DI,-7250.0,324223.0,700374,383401.0
